QUOTA,CATEGORY,STATE,INSTITUTE,COURSE,FEE,BEDS,BOND YEARS,BOND PENALTY,STIPEND YEAR 1,CR 2023 1,CR 2023 2,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5,CR 2024 6,CR 2024 7,CR 2024 8,CR 2025 1,Column-22,,,,,,,
KAR Govt Quota,3BK,Karnataka,"Chamrajanagar IMS, Karnataka",MBBS,"₹ 64,350",750,1,"₹ 15,00,000","₹ 30,000",69961,69961,-,-,-,-,-,50615,56783,-,-,-,57637,,,,,,
KAR Govt Quota,D,Karnataka,"AIMS, Adichunchanagiri, Bellur",MBBS,"₹ 1,56,621",1120,1,"₹ 15,00,000","₹ 10,000",-,-,-,-,-,-,-,-,-,-,-,-,57757,,,,,,
KAR Govt Quota,GMH,Karnataka,"Bidar IMS, Bidar",MBBS,"₹ 64,350",500,1,"₹ 15,00,000","₹ 30,000",53334,56873,-,-,-,-,-,57288,59414,-,-,-,52576,,,,,,
KAR Govt Quota,3BG,Karnataka,"Dr Chandramma DS Inst, Hubli",MBBS,"₹ 1,56,621",900,1,"₹ 15,00,000",₹ 0,66057,70182,-,-,-,-,-,58537,69957,-,-,-,50046,,,,,,
KAR Govt Quota,1H,Karnataka,"Gulbarga IMS, Gulbarga",MBBS,"₹ 64,350",873,1,"₹ 15,00,000","₹ 30,000",50655,50655,-,-,-,-,-,56118,64350,-,-,-,58278,,,,,,
KAR Govt Quota,3AG,Karnataka,"Sapthagiri IMS&RC, Bangalore",MBBS,"₹ 1,82,371",500,1,"₹ 15,00,000",₹ 0,59851,68808,-,-,-,-,-,60261,70476,-,-,-,48211,,,,,,
KAR Govt Quota,2AKH,Karnataka,"Mandya IMS, Mandya",MBBS,"₹ 64,350",850,1,"₹ 15,00,000","₹ 30,000",-,-,-,-,-,-,-,-,-,-,-,-,58398,,,,,,
KAR Govt Quota,3BG,Karnataka,"Siddaganga Med Coll&RI,Tumakuru",MBBS,"₹ 1,53,571",Info Not Available,1,"₹ 15,00,000",Info not available,69173,73749,-,-,-,-,-,63717,66713,-,-,-,52331,,,,,,
KAR Govt Quota,SCR,Karnataka,"Mysore Med Coll, Mysore",MBBS,"₹ 64,350",1050,1,"₹ 15,00,000","₹ 30,000",67013,82600,-,-,-,-,-,67982,80149,-,-,-,54677,,,,,,
KAR Govt Quota,3AG,Karnataka,"SMC, Shimoga",MBBS,"₹ 1,53,571",1250,1,"₹ 15,00,000","₹ 30,000",-,-,-,-,-,-,-,61800,70749,-,-,-,52537,,,,,,
KAR Govt Quota,3AG,Karnataka,"Yenepoya Med Coll, Mangalore",MBBS,"₹ 1,56,621",910,1,"₹ 15,00,000","₹ 25,000",64497,67217,-,-,-,-,-,55529,66908,-,-,-,50458,,,,,,
KAR Govt Quota,GMR,Karnataka,"PES University IMSR, Bangalore",MBBS,"₹ 1,56,621",Info Not Available,1,"₹ 15,00,000",Info not available,-,-,-,-,-,-,-,78275,80684,-,-,-,58523,,,,,,
KAR Govt Quota,2AK,Karnataka,Karwar Inst of Med Sciences,MBBS,"₹ 64,350",650,1,"₹ 15,00,000","₹ 30,000",70156,70156,-,-,-,-,-,57517,57517,-,-,-,52736,,,,,,
KAR Govt Quota,3BR,Karnataka,"BGS IMS, Bangalore",MBBS,"₹ 1,53,571",766,1,"₹ 15,00,000","₹ 10,000",-,-,-,-,-,-,-,64498,70504,-,-,-,56713,,,,,,
KAR Govt Quota,3AG,Karnataka,"BGS Med Coll & Hosp, Bangalore",MBBS,"₹ 1,56,621",Info Not Available,1,"₹ 15,00,000",Info not available,-,-,-,-,-,-,-,63097,71542,-,-,-,48985,,,,,,
KAR Govt Quota,2AH,Karnataka,"Kempegowda IMS, Bangalore",MBBS,"₹ 1,53,571",1100,1,"₹ 15,00,000",Info not available,57447,57447,-,-,-,-,-,-,-,-,-,-,58742,,,,,,
KAR Govt Quota,GMR,Karnataka,Sri Madhusudan Sai InstofMed Sci,MBBS,₹ 0,Info Not Available,5,Info not available,₹ 0,69845,73006,-,-,-,-,-,64601,72370,-,-,-,58778,,,,,,
KAR Govt Quota,1G,Karnataka,"SDM College, Dharwad",MBBS,"₹ 1,56,621",670,1,"₹ 15,00,000","₹ 20,000",56092,56092,-,-,-,-,-,62012,62012,-,-,-,58883,,,,,,
KAR Govt Quota,2BG,Karnataka,"MRMC, Gulbarga",MBBS,"₹ 1,53,571",1038,1,"₹ 15,00,000",Info not available,-,-,-,-,-,-,-,-,-,-,-,-,50067,,,,,,
KAR Govt Quota,3AR,Karnataka,"JJM Med Coll, Davangere",MBBS,"₹ 1,53,571",1930,1,"₹ 15,00,000",Info not available,-,-,-,-,-,-,-,63730,63730,-,-,-,57626,,,,,,
KAR Govt Quota,2AG,Karnataka,"DR BR Ambedkar, Bangalore",MBBS,"₹ 1,53,571",570,1,"₹ 15,00,000",Info not available,74620,74733,-,-,-,-,-,68325,76950,-,-,-,53338,,,,,,
KAR Govt Quota,1G,Karnataka,Chikkamagaluru Inst of Med Sci,MBBS,"₹ 64,350",Info Not Available,1,"₹ 15,00,000","₹ 30,000",66480,67357,-,-,-,-,-,62595,68665,-,-,-,50235,,,,,,
KAR Govt Quota,3BG,Karnataka,"AIMS, Adichunchanagiri, Bellur",MBBS,"₹ 1,56,621",1120,1,"₹ 15,00,000","₹ 10,000",63156,69654,-,-,-,-,-,63240,67848,-,-,-,44247,,,,,,
KAR Govt Quota,2BG,Karnataka,"BGS Med Coll & Hosp, Bangalore",MBBS,"₹ 1,56,621",Info Not Available,1,"₹ 15,00,000",Info not available,-,-,-,-,-,-,-,75953,75953,-,-,-,53684,,,,,,
KAR Govt Quota,3BR,Karnataka,Chitradurga Medical College,MBBS,"₹ 64,350",500,1,"₹ 15,00,000","₹ 30,000",65124,70736,-,-,-,-,-,62248,72357,-,-,-,55895,,,,,,
KAR Govt Quota,2BR,Karnataka,"Gadag IMS, Gadag",MBBS,"₹ 64,350",850,1,"₹ 15,00,000","₹ 30,000",-,-,-,-,-,-,-,-,-,-,-,-,59540,,,,,,
KAR Govt Quota,2AG,Karnataka,"Father Mullers, Mangalore",MBBS,"₹ 1,53,571",1250,1,"₹ 15,00,000","₹ 15,000",50047,58994,-,-,-,-,-,67809,68615,-,-,-,54669,,,,,,
KAR Govt Quota,GM,Karnataka,"East Point College,Bangalore",MBBS,"₹ 1,53,571",1025,1,"₹ 15,00,000",₹ 0,65528,74343,-,-,-,-,-,63547,71895,-,-,-,51850,,,,,,
KAR Govt Quota,GMH,Karnataka,"Koppal Inst of MS, Koppal",MBBS,"₹ 64,350",Info Not Available,1,"₹ 15,00,000","₹ 30,000",60101,61637,-,-,-,-,-,63630,66155,-,-,-,57384,,,,,,
KAR Govt Quota,1G,Karnataka,Chitradurga Medical College,MBBS,"₹ 64,350",500,1,"₹ 15,00,000","₹ 30,000",70216,73605,-,-,-,-,-,68665,78465,-,-,-,57534,,,,,,
KAR Govt Quota,3BH,Karnataka,"Chamrajanagar IMS, Karnataka",MBBS,"₹ 64,350",750,1,"₹ 15,00,000","₹ 30,000",-,-,-,-,-,-,-,51489,68245,-,-,-,45890,,,,,,
KAR Govt Quota,GMR,Karnataka,"SSIMS & RC, Davangere",MBBS,"₹ 1,53,571",1190,1,"₹ 15,00,000",₹ 0,66715,68895,-,-,-,-,-,67415,71422,-,-,-,58951,,,,,,
KAR Govt Quota,GM,Karnataka,Sri Chamundeshwari Med Coll,MBBS,"₹ 1,53,571",750,1,"₹ 15,00,000",Info not available,70086,76402,-,-,-,-,-,65870,74828,-,-,-,55573,,,,,,
KAR Priv Seats-Min,RC1,Karnataka,"St John's, Bangalore",MBBS,"₹ 8,10,535",1720,2,"₹ 25,00,000","₹ 15,000",-,-,-,-,-,-,-,-,-,-,-,-,60360,,,,,,
KAR Govt Quota,JK,Karnataka,"Mandya IMS, Mandya",MBBS,"₹ 64,350",850,1,"₹ 15,00,000","₹ 30,000",92301,92301,-,-,-,-,-,108437,108437,-,-,-,60553,,,,,,
KAR Govt Quota,2AK,Karnataka,"ESI, Bangalore",MBBS,"₹ 1,00,000",530,1,"₹ 5,00,000","₹ 26,300",74601,74601,-,-,-,-,-,-,-,-,-,-,60567,,,,,,
KAR Govt Quota,GMH,Karnataka,"SSIMS & RC, Davangere",MBBS,"₹ 1,53,571",1190,1,"₹ 15,00,000",₹ 0,66994,68503,-,-,-,-,-,63477,63477,-,-,-,60693,,,,,,
KAR Govt Quota,GM,Karnataka,"Oxford Med Coll, Bangalore",MBBS,"₹ 1,53,571",770,1,"₹ 15,00,000",₹ 0,63402,70188,-,-,-,-,-,63791,72603,-,-,-,52723,,,,,,
KAR Govt Quota,GM,Karnataka,"Basaveswara, Chitradurga",MBBS,"₹ 1,53,571",500,1,"₹ 15,00,000",Info not available,65040,74600,-,-,-,-,-,62788,74279,-,-,-,54787,,,,,,
KAR Govt Quota,3BH,Karnataka,"Bidar IMS, Bidar",MBBS,"₹ 64,350",500,1,"₹ 15,00,000","₹ 30,000",57376,60745,-,-,-,-,-,58250,63630,-,-,-,55640,,,,,,
KAR Govt Quota,GMK,Karnataka,"Kasturba Med Coll, Mangalore",MBBS,"₹ 2,43,571",1290,1,"₹ 15,00,000","₹ 30,000",70022,79454,-,-,-,-,-,71621,71621,-,-,-,60798,,,,,,
KAR Govt Quota,3AG,Karnataka,"East Point College,Bangalore",MBBS,"₹ 1,53,571",1025,1,"₹ 15,00,000",₹ 0,68875,74956,78261,-,-,-,-,66731,75018,-,-,-,52588,,,,,,
KAR Govt Quota,GMH,Karnataka,"BGS IMS, Bangalore",MBBS,"₹ 1,53,571",766,1,"₹ 15,00,000","₹ 10,000",62342,63505,-,-,-,-,-,52380,52380,-,-,-,44706,,,,,,
KAR Govt Quota,GM,Karnataka,"Shridevi IMS, Tumkur",MBBS,"₹ 1,53,571",750,1,"₹ 15,00,000","₹ 30,000",67664,75229,-,-,-,-,-,66726,73331,-,-,-,54983,,,,,,
KAR Govt Quota,2BH,Karnataka,"Raichur IMS, Raichur",MBBS,"₹ 64,350",500,1,"₹ 15,00,000","₹ 30,000",52389,59562,-,-,-,-,-,57323,59403,-,-,-,51629,,,,,,
KAR Govt Quota,2BH,Karnataka,"Koppal Inst of MS, Koppal",MBBS,"₹ 64,350",Info Not Available,1,"₹ 15,00,000","₹ 30,000",60349,64220,-,-,-,-,-,68283,68283,-,-,-,60556,,,,,,
KAR Govt Quota,GM,Karnataka,"Akash IMS,Devanhalli,Bangalore",MBBS,"₹ 1,53,571",760,1,"₹ 15,00,000",Info not available,65546,73935,-,-,-,-,-,64655,74712,-,-,-,52710,,,,,,
KAR Govt Quota,3AG,Karnataka,"MRMC, Gulbarga",MBBS,"₹ 1,53,571",1038,1,"₹ 15,00,000",Info not available,-,-,-,-,-,-,-,-,-,-,-,-,47522,,,,,,
KAR Govt Quota,STH,Karnataka,"Bangalore Med Coll, Bangalore",MBBS,"₹ 64,350",1993,1,"₹ 15,00,000","₹ 30,000",38710,38710,-,-,-,-,-,31796,64283,-,-,-,34471,,,,,,
KAR Govt Quota,2AK,Karnataka,Kodagu Inst of Med Sciences,MBBS,"₹ 64,350",600,1,"₹ 15,00,000","₹ 30,000",66912,73011,-,-,-,-,-,65907,65907,-,-,-,53146,,,,,,
KAR Govt Quota,JK,Karnataka,"Mysore Med Coll, Mysore",MBBS,"₹ 64,350",1050,1,"₹ 15,00,000","₹ 30,000",64201,64201,-,-,-,-,-,42635,42635,-,-,-,48879,,,,,,
KAR Govt Quota,3BG,Karnataka,"MVJMC&RH, Bangalore",MBBS,"₹ 1,53,571",833,1,"₹ 15,00,000","₹ 7,500",61782,71052,-,-,-,-,-,64369,69263,-,-,-,49275,,,,,,
KAR Govt Quota,GMKH,Karnataka,"Bidar IMS, Bidar",MBBS,"₹ 64,350",500,1,"₹ 15,00,000","₹ 30,000",60146,73706,-,-,-,-,-,60146,65730,-,-,-,61582,,,,,,
KAR Govt Quota,3AG,Karnataka,"Oxford Med Coll, Bangalore",MBBS,"₹ 1,53,571",770,1,"₹ 15,00,000",₹ 0,64919,70890,-,-,-,-,-,66716,74827,-,-,-,53107,,,,,,
KAR Govt Quota,3AR,Karnataka,"SSIMS & RC, Davangere",MBBS,"₹ 1,53,571",1190,1,"₹ 15,00,000",₹ 0,70023,70742,-,-,-,-,-,-,-,-,-,-,59437,,,,,,
KAR Govt Quota,GMR,Karnataka,"MRMC, Gulbarga",MBBS,"₹ 1,53,571",1038,1,"₹ 15,00,000",Info not available,66239,79766,-,-,-,-,-,70504,76889,-,-,-,61899,,,,,,
KAR Govt Quota,3AG,Karnataka,"Shridevi IMS, Tumkur",MBBS,"₹ 1,53,571",750,1,"₹ 15,00,000","₹ 30,000",68595,77795,-,-,-,-,-,-,-,-,-,-,56311,,,,,,
KAR Govt Quota,3AG,Karnataka,"Nijalingappa, Bagalkot",MBBS,"₹ 1,53,571",1140,1,"₹ 15,00,000",₹ 0,66553,69440,-,-,-,-,-,66708,71236,-,-,-,55593,,,,,,
KAR Govt Quota,D,Karnataka,"Yenepoya Med Coll, Mangalore",MBBS,"₹ 1,56,621",910,1,"₹ 15,00,000","₹ 25,000",-,-,-,-,-,-,-,-,-,-,-,-,62238,,,,,,
KAR Govt Quota,3BG,Karnataka,"Sapthagiri IMS&RC, Bangalore",MBBS,"₹ 1,82,371",500,1,"₹ 15,00,000",₹ 0,62306,69447,-,-,-,-,-,65757,71321,-,-,-,52662,,,,,,
KAR Govt Quota,3AG,Karnataka,"Akash IMS,Devanhalli,Bangalore",MBBS,"₹ 1,53,571",760,1,"₹ 15,00,000",Info not available,68873,75317,-,-,-,-,-,65168,75975,-,-,-,52943,,,,,,
KAR Govt Quota,2AR,Karnataka,Chikkaballapura Inst Of Med Sci,MBBS,"₹ 64,350",300,1,"₹ 15,00,000","₹ 30,000",62492,73548,-,-,-,-,-,60321,70116,-,-,-,52872,,,,,,
KAR Govt Quota,XD,Karnataka,Chikkamagaluru Inst of Med Sci,MBBS,"₹ 64,350",Info Not Available,1,"₹ 15,00,000","₹ 30,000",-,-,-,-,-,-,-,-,-,-,-,-,54144,,,,,,
KAR Govt Quota,3AG,Karnataka,Sri Chamundeshwari Med Coll,MBBS,"₹ 1,53,571",750,1,"₹ 15,00,000",Info not available,70285,77367,-,-,-,-,-,66347,74854,-,-,-,57165,,,,,,
KAR Govt Quota,GMRH,Karnataka,"ESIC Med Coll,Gulbarga",MBBS,"₹ 1,00,000",480,1,"₹ 5,00,000","₹ 26,300",69473,75235,-,-,-,-,-,66488,67931,-,-,-,55760,,,,,,
KAR Govt Quota,2BG,Karnataka,"Akash IMS,Devanhalli,Bangalore",MBBS,"₹ 1,53,571",760,1,"₹ 15,00,000",Info not available,69819,78907,-,-,-,-,-,77239,77239,-,-,-,59210,,,,,,
KAR Govt Quota,GM,Karnataka,"Navodaya Med Coll, Raichur",MBBS,"₹ 1,53,571",1110,1,"₹ 15,00,000",₹ 0,62590,72016,-,-,-,-,-,64739,74754,-,-,-,55289,,,,,,
KAR Govt Quota,3BH,Karnataka,"Koppal Inst of MS, Koppal",MBBS,"₹ 64,350",Info Not Available,1,"₹ 15,00,000","₹ 30,000",60840,62934,-,-,-,-,-,64888,66870,-,-,-,59641,,,,,,
KAR Govt Quota,GM,Karnataka,"Kanachur IMS, Mangalore",MBBS,"₹ 1,53,571",785,1,"₹ 15,00,000",Info not available,68766,78080,-,-,-,-,-,66908,75439,-,-,-,57790,,,,,,
KAR Govt Quota,2ARH,Karnataka,"Gulbarga IMS, Gulbarga",MBBS,"₹ 64,350",873,1,"₹ 15,00,000","₹ 30,000",67774,77134,-,-,-,-,-,60919,79225,-,-,-,49389,,,,,,
KAR Govt Quota,GMKH,Karnataka,"Gulbarga IMS, Gulbarga",MBBS,"₹ 64,350",873,1,"₹ 15,00,000","₹ 30,000",44049,44049,-,-,-,-,-,51639,51639,-,-,-,49740,,,,,,
KAR Govt Quota,2AG,Karnataka,"Haveri Inst of Med Sci, Haveri",MBBS,"₹ 64,350",330,1,"₹ 15,00,000","₹ 30,000",69220,71370,-,-,-,-,-,64309,70486,-,-,-,53301,,,,,,
KAR Govt Quota,2BG,Karnataka,Sri Chamundeshwari Med Coll,MBBS,"₹ 1,53,571",750,1,"₹ 15,00,000",Info not available,71003,78803,-,-,-,-,-,74020,83150,-,-,-,61071,,,,,,
KAR Govt Quota,2AH,Karnataka,"Raichur IMS, Raichur",MBBS,"₹ 64,350",500,1,"₹ 15,00,000","₹ 30,000",67961,68767,-,-,-,-,-,63331,66876,-,-,-,58105,,,,,,
KAR Govt Quota,1G,Karnataka,"Haveri Inst of Med Sci, Haveri",MBBS,"₹ 64,350",330,1,"₹ 15,00,000","₹ 30,000",69273,72596,-,-,-,-,-,60372,71857,-,-,-,56001,,,,,,
KAR Govt Quota,3AG,Karnataka,"Navodaya Med Coll, Raichur",MBBS,"₹ 1,53,571",1110,1,"₹ 15,00,000",₹ 0,-,-,-,-,-,-,-,-,-,-,-,-,58192,,,,,,
KAR Govt Quota,3ARH,Karnataka,"Raichur IMS, Raichur",MBBS,"₹ 64,350",500,1,"₹ 15,00,000","₹ 30,000",-,-,-,-,-,-,-,-,-,-,-,-,63369,,,,,,
KAR Govt Quota,3AG,Karnataka,"Basaveswara, Chitradurga",MBBS,"₹ 1,53,571",500,1,"₹ 15,00,000",Info not available,68808,76071,-,-,-,-,-,65439,76713,-,-,-,57621,,,,,,
KAR Govt Quota,SCG,Karnataka,"KIMS, Hubli",MBBS,"₹ 64,350",1200,1,"₹ 15,00,000","₹ 30,000",73253,78629,-,-,-,-,-,70105,75650,-,-,-,55800,,,,,,
KAR Govt Quota,3AG,Karnataka,"KVG Med Coll, Sullia",MBBS,"₹ 1,53,571",682,1,"₹ 15,00,000","₹ 25,000",65447,75322,79922,-,-,-,-,64375,76613,-,-,-,56758,,,,,,
KAR Govt Quota,3BG,Karnataka,"SMC, Shimoga",MBBS,"₹ 1,53,571",1250,1,"₹ 15,00,000","₹ 30,000",63155,72981,-,-,-,-,-,62356,71979,-,-,-,52150,,,,,,
KAR Govt Quota,XD,Karnataka,"Oxford Med Coll, Bangalore",MBBS,"₹ 1,53,571",770,1,"₹ 15,00,000",₹ 0,-,-,-,-,-,-,-,-,-,-,-,-,63581,,,,,,
KAR Govt Quota,2BG,Karnataka,"AIMS, Adichunchanagiri, Bellur",MBBS,"₹ 1,56,621",1120,1,"₹ 15,00,000","₹ 10,000",67098,78666,-,-,-,-,-,70274,79174,-,-,-,57533,,,,,,
KAR Govt Quota,2BG,Karnataka,"East Point College,Bangalore",MBBS,"₹ 1,53,571",1025,1,"₹ 15,00,000",₹ 0,66342,78738,-,-,-,-,-,76693,80158,-,-,-,55781,,,,,,
KAR Govt Quota,3BR,Karnataka,"SSIMS & RC, Davangere",MBBS,"₹ 1,53,571",1190,1,"₹ 15,00,000",₹ 0,-,-,-,-,-,-,-,-,-,-,-,-,59727,,,,,,
KAR Govt Quota,2AR,Karnataka,Chikkamagaluru Inst of Med Sci,MBBS,"₹ 64,350",Info Not Available,1,"₹ 15,00,000","₹ 30,000",64193,74684,-,-,-,-,-,65347,71595,-,-,-,58774,,,,,,
KAR Govt Quota,2AG,Karnataka,Chitradurga Medical College,MBBS,"₹ 64,350",500,1,"₹ 15,00,000","₹ 30,000",74881,77003,-,-,-,-,-,69007,76760,-,-,-,59231,,,,,,
KAR Govt Quota,2AG,Karnataka,"Yadgiri Inst of Med Sci,Yadgiri",MBBS,"₹ 64,350",450,1,"₹ 15,00,000","₹ 30,000",70227,70231,-,-,-,-,-,65205,70668,-,-,-,57512,,,,,,
KAR Govt Quota,1G,Karnataka,"Yadgiri Inst of Med Sci,Yadgiri",MBBS,"₹ 64,350",450,1,"₹ 15,00,000","₹ 30,000",69748,69748,-,-,-,-,-,65092,76571,-,-,-,48674,,,,,,
KAR Govt Quota,1G,Karnataka,"JJM Med Coll, Davangere",MBBS,"₹ 1,53,571",1930,1,"₹ 15,00,000",Info not available,62261,62261,-,-,-,-,-,62852,62852,-,-,-,59108,,,,,,
KAR Govt Quota,3BKH,Karnataka,"Bidar IMS, Bidar",MBBS,"₹ 64,350",500,1,"₹ 15,00,000","₹ 30,000",-,-,-,-,-,-,-,68788,74462,-,-,-,64031,,,,,,
KAR Govt Quota,2BG,Karnataka,"Siddaganga Med Coll&RI,Tumakuru",MBBS,"₹ 1,53,571",Info Not Available,1,"₹ 15,00,000",Info not available,70311,75001,-,-,-,-,-,77338,77338,-,-,-,53128,,,,,,
KAR Govt Quota,3BH,Karnataka,"SSIMS & RC, Davangere",MBBS,"₹ 1,53,571",1190,1,"₹ 15,00,000",₹ 0,-,-,-,-,-,-,-,-,-,-,-,-,64070,,,,,,
KAR Govt Quota,2AR,Karnataka,"SDM College, Dharwad",MBBS,"₹ 1,56,621",670,1,"₹ 15,00,000","₹ 20,000",68941,68941,-,-,-,-,-,74429,74429,-,-,-,52725,,,,,,
KAR Govt Quota,GMRH,Karnataka,"Bidar IMS, Bidar",MBBS,"₹ 64,350",500,1,"₹ 15,00,000","₹ 30,000",58841,69473,-,-,-,-,-,65881,75013,-,-,-,58567,,,,,,
KAR Govt Quota,3BG,Karnataka,"BGS Med Coll & Hosp, Bangalore",MBBS,"₹ 1,56,621",Info Not Available,1,"₹ 15,00,000",Info not available,-,-,-,-,-,-,-,67924,72382,-,-,-,52768,,,,,,
KAR Govt Quota,SCG,Karnataka,"Shri Atal Bihari Vajpayee, BLR",MBBS,"₹ 64,350",956,1,"₹ 15,00,000","₹ 30,000",72828,72886,-,-,-,-,-,69457,83462,-,-,-,50768,,,,,,
KAR Govt Quota,3BG,Karnataka,Sri Madhusudan Sai InstofMed Sci,MBBS,₹ 0,Info Not Available,5,Info not available,₹ 0,62415,75998,-,80082,-,-,-,61207,72248,-,-,-,52639,,,,,,
KAR Govt Quota,2BG,Karnataka,"Nijalingappa, Bagalkot",MBBS,"₹ 1,53,571",1140,1,"₹ 15,00,000",₹ 0,69530,75743,-,-,-,-,-,72814,76693,-,-,-,57758,,,,,,
KAR Govt Quota,2BG,Karnataka,"Navodaya Med Coll, Raichur",MBBS,"₹ 1,53,571",1110,1,"₹ 15,00,000",₹ 0,70645,76369,-,-,-,-,-,-,-,-,-,-,-,,,,,,
KAR Govt Quota,GM,Karnataka,"Srinivasa IMS, Srinivasanagar",MBBS,"₹ 1,66,621",660,1,"₹ 15,00,000","₹ 10,000",68553,77161,78404,-,-,-,-,65183,74512,-,-,-,57583,,,,,,
KAR Govt Quota,3BG,Karnataka,"East Point College,Bangalore",MBBS,"₹ 1,53,571",1025,1,"₹ 15,00,000",₹ 0,69352,76588,-,-,-,-,-,69075,75726,-,-,-,58044,,,,,,
KAR Govt Quota,1R,Karnataka,Karwar Inst of Med Sciences,MBBS,"₹ 64,350",650,1,"₹ 15,00,000","₹ 30,000",70827,70827,-,-,-,-,-,-,-,-,-,-,64589,,,,,,
KAR Govt Quota,1G,Karnataka,"Father Mullers, Mangalore",MBBS,"₹ 1,53,571",1250,1,"₹ 15,00,000","₹ 15,000",55301,60948,-,-,-,-,-,52996,52996,-,-,-,41642,,,,,,
KAR Govt Quota,3BG,Karnataka,"Basaveswara, Chitradurga",MBBS,"₹ 1,53,571",500,1,"₹ 15,00,000",Info not available,68308,75538,-,-,-,-,-,66030,76796,-,-,-,56674,,,,,,
KAR Govt Quota,2AR,Karnataka,"Bidar IMS, Bidar",MBBS,"₹ 64,350",500,1,"₹ 15,00,000","₹ 30,000",55494,61342,-,-,-,-,-,50093,61444,-,-,-,48728,,,,,,
KAR Govt Quota,GMH,Karnataka,Kodagu Inst of Med Sciences,MBBS,"₹ 64,350",600,1,"₹ 15,00,000","₹ 30,000",51350,60757,-,-,-,-,-,54540,65354,-,-,-,59160,,,,,,
KAR Govt Quota,1G,Karnataka,"Dr Chandramma DS Inst, Hubli",MBBS,"₹ 1,56,621",900,1,"₹ 15,00,000",₹ 0,75474,75474,-,-,-,-,-,65281,81612,-,-,-,64736,,,,,,
KAR Govt Quota,2BH,Karnataka,Karwar Inst of Med Sciences,MBBS,"₹ 64,350",650,1,"₹ 15,00,000","₹ 30,000",-,-,-,-,-,-,-,-,-,-,-,-,61402,,,,,,
KAR Govt Quota,2AH,Karnataka,Karwar Inst of Med Sciences,MBBS,"₹ 64,350",650,1,"₹ 15,00,000","₹ 30,000",77134,77862,-,-,-,-,-,71098,71098,-,-,-,64822,,,,,,
KAR Govt Quota,GMKH,Karnataka,"ESIC Med Coll,Gulbarga",MBBS,"₹ 1,00,000",480,1,"₹ 5,00,000","₹ 26,300",77107,77107,-,-,-,-,-,54290,69122,-,-,-,64838,,,,,,
KAR Govt Quota,3BG,Karnataka,"Navodaya Med Coll, Raichur",MBBS,"₹ 1,53,571",1110,1,"₹ 15,00,000",₹ 0,63504,73533,-,-,-,-,-,67848,75917,-,-,-,59542,,,,,,
KAR Govt Quota,1G,Karnataka,"DR BR Ambedkar, Bangalore",MBBS,"₹ 1,53,571",570,1,"₹ 15,00,000",Info not available,-,-,-,-,-,-,-,60701,60701,-,-,-,44560,,,,,,
KAR Govt Quota,3AG,Karnataka,"Srinivasa IMS, Srinivasanagar",MBBS,"₹ 1,66,621",660,1,"₹ 15,00,000","₹ 10,000",69628,77891,-,-,-,-,-,-,76678,-,-,-,57634,,,,,,
KAR Govt Quota,2BH,Karnataka,"Bidar IMS, Bidar",MBBS,"₹ 64,350",500,1,"₹ 15,00,000","₹ 30,000",56341,62895,-,-,-,-,-,58946,64579,-,-,-,55457,,,,,,
KAR Govt Quota,1R,Karnataka,Kodagu Inst of Med Sciences,MBBS,"₹ 64,350",600,1,"₹ 15,00,000","₹ 30,000",-,-,-,-,-,-,-,56777,76154,-,-,-,65111,,,,,,
KAR Govt Quota,1G,Karnataka,"Akash IMS,Devanhalli,Bangalore",MBBS,"₹ 1,53,571",760,1,"₹ 15,00,000",Info not available,84720,84720,-,-,-,-,-,83048,83048,-,-,-,65322,,,,,,
KAR Govt Quota,3AG,Karnataka,"Kanachur IMS, Mangalore",MBBS,"₹ 1,53,571",785,1,"₹ 15,00,000",Info not available,70998,78684,-,-,-,-,-,67528,75730,-,-,-,58618,,,,,,
KAR Govt Quota,GMR,Karnataka,"AIMS, Adichunchanagiri, Bellur",MBBS,"₹ 1,56,621",1120,1,"₹ 15,00,000","₹ 10,000",69410,71865,-,-,-,-,-,68134,75448,-,-,-,59847,,,,,,
KAR Govt Quota,2BR,Karnataka,"AJIMS, Mangalore",MBBS,"₹ 1,53,571",910,1,"₹ 15,00,000",Info not available,86219,86219,-,-,-,-,-,-,-,-,-,-,65411,,,,,,
KAR Govt Quota,1H,Karnataka,"Raichur IMS, Raichur",MBBS,"₹ 64,350",500,1,"₹ 15,00,000","₹ 30,000",64982,64982,-,-,-,-,-,67021,69908,-,-,-,64017,,,,,,
KAR Govt Quota,1R,Karnataka,Chikkamagaluru Inst of Med Sci,MBBS,"₹ 64,350",Info Not Available,1,"₹ 15,00,000","₹ 30,000",67864,67864,-,-,-,-,-,76154,88991,-,-,-,65561,,,,,,
KAR Govt Quota,3BR,Karnataka,"AJIMS, Mangalore",MBBS,"₹ 1,53,571",910,1,"₹ 15,00,000",Info not available,-,-,-,-,-,-,-,-,-,-,-,-,53675,,,,,,
KAR Govt Quota,GMH,Karnataka,"Haveri Inst of Med Sci, Haveri",MBBS,"₹ 64,350",330,1,"₹ 15,00,000","₹ 30,000",67185,67662,-,-,-,-,-,66573,75257,-,-,-,62759,,,,,,
KAR Govt Quota,3BG,Karnataka,"Oxford Med Coll, Bangalore",MBBS,"₹ 1,53,571",770,1,"₹ 15,00,000",₹ 0,69903,75341,-,-,-,-,-,-,73036,-,-,-,59174,,,,,,
