QUOTA,CATEGORY,STATE,INSTITUTE,COURSE,FEE,BEDS,BOND YEARS,BOND PENALTY,STIPEND YEAR 1,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2023 6,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5,CR 2024 6,CR 2024 7,CR 2025 1
AI,EWS,Andhra Pradesh,Govt Med Coll Machilipatnam,MBBS,"₹ 15,000",553,0,₹ 0,"₹25,906",20908,24158,24158,-,-,-,22561,25308,27555,-,-,-,-,24175
AI,SC,Andhra Pradesh,Govt Med Coll Machilipatnam,MBBS,"₹ 15,000",553,0,₹ 0,"₹25,906",98490,113561,119416,127614,-,-,99889,117529,129335,-,139193,-,-,86954
AI,ST,Andhra Pradesh,Govt Med Coll Machilipatnam,MBBS,"₹ 15,000",553,0,₹ 0,"₹25,906",135270,141302,150517,-,-,-,132379,145485,160260,-,-,-,-,136153
AI,OBC-PwD,Andhra Pradesh,Govt Med Coll Machilipatnam,MBBS,"₹ 15,000",553,0,₹ 0,"₹25,906",-,-,-,-,-,-,963813,1143091,1220394,-,-,-,-,774189
AI,Open-PwD,Andhra Pradesh,Govt Med Coll Machilipatnam,MBBS,"₹ 15,000",553,0,₹ 0,"₹25,906",844434,791169,-,-,-,-,-,-,-,-,-,-,-,-
AI,Open,Andhra Pradesh,"Govt Med Coll, Ananthapuram",MBBS,"₹ 15,000",500,0,₹ 0,"₹25,906",14544,17782,20482,-,-,-,15439,18690,20484,-,-,-,-,14025
AI,OBC,Andhra Pradesh,"Govt Med Coll, Ananthapuram",MBBS,"₹ 15,000",500,0,₹ 0,"₹25,906",15940,19414,20694,-,-,-,16275,19149,21305,-,-,-,-,16934
AI,EWS,Andhra Pradesh,"Govt Med Coll, Ananthapuram",MBBS,"₹ 15,000",500,0,₹ 0,"₹25,906",18266,22143,22143,24871,-,-,19939,23556,24228,-,-,-,-,21311
AI,ST,Andhra Pradesh,"Govt Med Coll, Ananthapuram",MBBS,"₹ 15,000",500,0,₹ 0,"₹25,906",130476,130476,130476,-,-,-,104292,104292,104292,-,-,-,-,108314
AI,SC,Andhra Pradesh,"Govt Med Coll, Ananthapuram",MBBS,"₹ 15,000",500,0,₹ 0,"₹25,906",85768,103066,104369,-,-,-,94063,109618,124855,-,-,-,-,80867
AI,Open-PwD,Andhra Pradesh,"Govt Med Coll, Ananthapuram",MBBS,"₹ 15,000",500,0,₹ 0,"₹25,906",635149,635149,635149,-,-,-,684264,1120646,1190461,-,-,-,-,-
AI,Open,Andhra Pradesh,"Govt Med Coll, Rajamahendravaram",MBBS,"₹ 15,000",250,0,₹ 0,"₹25,906",18511,21583,22230,-,-,-,17867,20870,22739,-,-,-,-,18768
AI,OBC,Andhra Pradesh,"Govt Med Coll, Rajamahendravaram",MBBS,"₹ 15,000",250,0,₹ 0,"₹25,906",19247,22244,22408,-,-,-,18768,21155,23967,-,-,-,-,19531
AI,EWS,Andhra Pradesh,"Govt Med Coll, Rajamahendravaram",MBBS,"₹ 15,000",250,0,₹ 0,"₹25,906",20750,23266,23241,-,-,-,22121,25155,26920,-,-,-,-,23873
AI,SC,Andhra Pradesh,"Govt Med Coll, Rajamahendravaram",MBBS,"₹ 15,000",250,0,₹ 0,"₹25,906",95599,109380,118375,-,-,-,85946,115198,126155,137713,-,-,-,85380
AI,ST,Andhra Pradesh,"Govt Med Coll, Rajamahendravaram",MBBS,"₹ 15,000",250,0,₹ 0,"₹25,906",134503,137126,147064,-,-,-,135295,148837,159140,-,-,-,-,119779
AI,EWS-PwD,Andhra Pradesh,"Govt Med Coll, Rajamahendravaram",MBBS,"₹ 15,000",250,0,₹ 0,"₹25,906",-,-,-,-,-,-,1105329,-,267698,-,-,-,-,899074
AI,OBC-PwD,Andhra Pradesh,"Govt Med Coll, Rajamahendravaram",MBBS,"₹ 15,000",250,0,₹ 0,"₹25,906",-,-,-,-,-,-,950575,1183855,1297492,-,-,-,-,-
AI,Open-PwD,Andhra Pradesh,"Govt Med Coll, Rajamahendravaram",MBBS,"₹ 15,000",250,0,₹ 0,"₹25,906",-,-,-,-,-,-,-,-,-,-,-,-,-,828030
AI,Open,Andhra Pradesh,"Govt Siddhartha, Vijaywada",MBBS,"₹ 15,000",707,0,₹ 0,"₹25,906",10469,14909,16784,23291,-,-,10733,15575,18217,-,-,-,-,10160
AI,OBC,Andhra Pradesh,"Govt Siddhartha, Vijaywada",MBBS,"₹ 15,000",707,0,₹ 0,"₹25,906",14678,16882,18926,-,-,-,14496,18027,19679,-,-,-,-,13485
AI,EWS,Andhra Pradesh,"Govt Siddhartha, Vijaywada",MBBS,"₹ 15,000",707,0,₹ 0,"₹25,906",11991,16700,20219,-,-,-,15418,20595,20647,-,-,-,-,13471
AI,SC,Andhra Pradesh,"Govt Siddhartha, Vijaywada",MBBS,"₹ 15,000",707,0,₹ 0,"₹25,906",66402,67078,103109,126488,-,-,61742,78973,113385,135292,-,-,-,36798
AI,ST,Andhra Pradesh,"Govt Siddhartha, Vijaywada",MBBS,"₹ 15,000",707,0,₹ 0,"₹25,906",76021,86755,126126,-,-,-,97302,97302,146633,166206,-,-,-,92240
AI,Open-PwD,Andhra Pradesh,"Govt Siddhartha, Vijaywada",MBBS,"₹ 15,000",707,0,₹ 0,"₹25,906",618344,742023,-,-,-,-,632169,632169,632169,-,-,-,-,579221
AI,SC-PwD,Andhra Pradesh,"Govt Siddhartha, Vijaywada",MBBS,"₹ 15,000",707,0,₹ 0,"₹25,906",855175,855175,855175,-,-,-,-,-,-,-,-,-,-,-
AI,Open,Andhra Pradesh,"Guntur Med Coll, Guntur",MBBS,"₹ 15,000",1170,0,₹ 0,"₹25,906",6503,8123,12089,-,-,-,6532,11271,16307,22516,-,-,-,5030
AI,OBC,Andhra Pradesh,"Guntur Med Coll, Guntur",MBBS,"₹ 15,000",1170,0,₹ 0,"₹25,906",11566,15087,17941,23019,-,-,9164,15659,19082,-,-,-,-,7898
AI,EWS,Andhra Pradesh,"Guntur Med Coll, Guntur",MBBS,"₹ 15,000",1170,0,₹ 0,"₹25,906",8196,10789,15006,-,-,-,9021,15976,20883,-,-,-,-,9219
AI,ST,Andhra Pradesh,"Guntur Med Coll, Guntur",MBBS,"₹ 15,000",1170,0,₹ 0,"₹25,906",68891,81477,122768,-,-,-,76189,77426,97302,-,-,-,-,71488
AI,SC,Andhra Pradesh,"Guntur Med Coll, Guntur",MBBS,"₹ 15,000",1170,0,₹ 0,"₹25,906",48591,56453,88282,127799,-,-,52427,61502,105696,134551,-,-,-,43238
AI,Open-PwD,Andhra Pradesh,"Guntur Med Coll, Guntur",MBBS,"₹ 15,000",1170,0,₹ 0,"₹25,906",370510,713436,742023,-,-,-,351587,351587,351587,-,-,-,-,433748
AI,OBC-PwD,Andhra Pradesh,"Guntur Med Coll, Guntur",MBBS,"₹ 15,000",1170,0,₹ 0,"₹25,906",561084,561084,561084,-,-,-,-,-,-,-,-,-,-,673409
AI,EWS,Andhra Pradesh,"Kurnool Med Coll, Kurnool",MBBS,"₹ 15,000",1150,0,₹ 0,"₹25,906",12507,12507,12507,-,-,-,12365,18205,18205,-,-,-,-,8126
AI,Open,Andhra Pradesh,"Kurnool Med Coll, Kurnool",MBBS,"₹ 15,000",1150,0,₹ 0,"₹25,906",9117,12154,17317,22771,-,-,9951,13856,19096,-,-,-,-,6159
AI,OBC,Andhra Pradesh,"Kurnool Med Coll, Kurnool",MBBS,"₹ 15,000",1150,0,₹ 0,"₹25,906",14143,17026,18779,-,-,-,13384,17202,20110,-,-,-,-,11587
AI,SC,Andhra Pradesh,"Kurnool Med Coll, Kurnool",MBBS,"₹ 15,000",1150,0,₹ 0,"₹25,906",48066,60347,60347,127893,-,-,57773,60250,60250,-,-,-,-,33311
AI,ST,Andhra Pradesh,"Kurnool Med Coll, Kurnool",MBBS,"₹ 15,000",1150,0,₹ 0,"₹25,906",77180,76207,138695,-,-,-,88632,100450,149932,-,-,-,-,83520
AI,OBC-PwD,Andhra Pradesh,"Kurnool Med Coll, Kurnool",MBBS,"₹ 15,000",1150,0,₹ 0,"₹25,906",-,-,-,-,-,-,532611,532611,532611,-,-,-,-,-
AI,Open-PwD,Andhra Pradesh,"Kurnool Med Coll, Kurnool",MBBS,"₹ 15,000",1150,0,₹ 0,"₹25,906",483690,483690,483690,-,-,-,-,-,-,-,-,-,-,448732
AI,EWS-PwD,Andhra Pradesh,"Kurnool Med Coll, Kurnool",MBBS,"₹ 15,000",1150,0,₹ 0,"₹25,906",-,-,-,-,-,-,-,-,-,-,-,-,-,520592
AI,SC-PwD,Andhra Pradesh,"Kurnool Med Coll, Kurnool",MBBS,"₹ 15,000",1150,0,₹ 0,"₹25,906",-,-,-,-,-,-,-,-,-,-,-,-,-,955901
AI,Open,Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",MBBS,"₹ 15,000",715,0,₹ 0,"₹25,906",15514,19035,20949,-,-,-,16292,19555,20487,-,-,-,-,14765
AI,OBC,Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",MBBS,"₹ 15,000",715,0,₹ 0,"₹25,906",16886,19737,21185,-,-,-,17066,20105,21600,-,-,-,-,17597
AI,EWS,Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",MBBS,"₹ 15,000",715,0,₹ 0,"₹25,906",19436,22382,22638,-,-,-,19031,24174,25155,-,-,-,-,22662
AI,SC,Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",MBBS,"₹ 15,000",715,0,₹ 0,"₹25,906",88652,109295,119234,128098,-,-,96255,115154,125745,136092,-,-,-,84095
AI,ST,Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",MBBS,"₹ 15,000",715,0,₹ 0,"₹25,906",126556,126126,148859,165582,-,-,126761,135033,157230,-,-,-,-,124744
AI,OBC-PwD,Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",MBBS,"₹ 15,000",715,0,₹ 0,"₹25,906",648199,844434,844434,-,-,-,-,-,-,-,-,-,-,-
AI,Open,Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",MBBS,"₹ 15,000",500,0,₹ 0,"₹25,906",16521,19568,20037,23334,-,-,16556,19215,21484,-,-,-,-,15574
AI,OBC,Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",MBBS,"₹ 15,000",500,0,₹ 0,"₹25,906",17136,20098,20099,-,-,-,17160,19679,21810,-,-,-,-,17411
AI,EWS,Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",MBBS,"₹ 15,000",500,0,₹ 0,"₹25,906",19858,22411,22556,-,-,-,20432,21147,25114,-,-,-,-,22309
AI,SC,Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",MBBS,"₹ 15,000",500,0,₹ 0,"₹25,906",81325,101193,107391,-,-,-,74625,115425,126671,136463,-,-,-,77084
AI,ST,Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",MBBS,"₹ 15,000",500,0,₹ 0,"₹25,906",126252,126252,147044,-,-,-,121030,118628,152283,-,-,-,-,108820
AI,OBC-PwD,Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",MBBS,"₹ 15,000",500,0,₹ 0,"₹25,906",-,-,-,-,-,-,986029,986029,986029,-,-,-,-,919870
AI,Open,Andhra Pradesh,"Rajiv Gandhi IMS, Srikakulam",MBBS,"₹ 15,000",532,0,₹ 0,"₹25,906",16550,19247,21112,-,-,-,16410,19972,21410,-,-,-,-,17565
AI,OBC,Andhra Pradesh,"Rajiv Gandhi IMS, Srikakulam",MBBS,"₹ 15,000",532,0,₹ 0,"₹25,906",17457,19932,21323,23082,-,23663,17786,20487,22208,24716,-,-,-,18461
AI,EWS,Andhra Pradesh,"Rajiv Gandhi IMS, Srikakulam",MBBS,"₹ 15,000",532,0,₹ 0,"₹25,906",19013,21591,22642,-,-,-,21430,23529,25833,-,-,-,-,23287
AI,SC,Andhra Pradesh,"Rajiv Gandhi IMS, Srikakulam",MBBS,"₹ 15,000",532,0,₹ 0,"₹25,906",80323,102294,111816,-,-,-,93819,108295,115549,-,-,-,-,84998
AI,ST,Andhra Pradesh,"Rajiv Gandhi IMS, Srikakulam",MBBS,"₹ 15,000",532,0,₹ 0,"₹25,906",127497,130475,149903,-,-,-,106967,133396,158876,-,-,-,-,125112
AI,Open-PwD,Andhra Pradesh,"Rajiv Gandhi IMS, Srikakulam",MBBS,"₹ 15,000",532,0,₹ 0,"₹25,906",802570,897468,-,-,-,-,713435,713435,713435,-,-,-,-,842275
AI,OBC-PwD,Andhra Pradesh,"Rajiv Gandhi IMS, Srikakulam",MBBS,"₹ 15,000",532,0,₹ 0,"₹25,906",839592,839592,839592,-,-,-,-,-,-,-,-,-,-,-
AI,Open,Andhra Pradesh,"Rangaraya Med Coll, Kakinada",MBBS,"₹ 15,000",1450,0,₹ 0,"₹25,906",9159,14154,17536,23265,-,-,7874,15406,19259,-,-,-,-,7601
AI,OBC,Andhra Pradesh,"Rangaraya Med Coll, Kakinada",MBBS,"₹ 15,000",1450,0,₹ 0,"₹25,906",15142,17533,19339,-,-,-,14050,17907,21517,-,-,-,-,9686
AI,EWS,Andhra Pradesh,"Rangaraya Med Coll, Kakinada",MBBS,"₹ 15,000",1450,0,₹ 0,"₹25,906",12255,17282,21019,-,-,-,11305,18297,21877,-,-,-,-,11432
AI,SC,Andhra Pradesh,"Rangaraya Med Coll, Kakinada",MBBS,"₹ 15,000",1450,0,₹ 0,"₹25,906",61425,58204,90259,127981,-,-,58931,70246,108666,136024,138752,-,-,47357
AI,ST,Andhra Pradesh,"Rangaraya Med Coll, Kakinada",MBBS,"₹ 15,000",1450,0,₹ 0,"₹25,906",78656,100696,139538,165395,-,-,89400,99342,139570,-,-,-,-,101082
AI,Open-PwD,Andhra Pradesh,"Rangaraya Med Coll, Kakinada",MBBS,"₹ 15,000",1450,0,₹ 0,"₹25,906",682716,682716,682716,-,-,-,454524,212464,212464,-,-,-,-,465290
AI,OBC-PwD,Andhra Pradesh,"Rangaraya Med Coll, Kakinada",MBBS,"₹ 15,000",1450,0,₹ 0,"₹25,906",-,-,-,-,-,-,-,-,-,-,-,-,-,875148
AI,Open,Andhra Pradesh,"SV Med Coll, Tirupati",MBBS,"₹ 15,000",940,0,₹ 0,"₹25,906",10624,14544,15646,21848,-,-,10579,15210,17349,-,-,-,-,8815
AI,OBC,Andhra Pradesh,"SV Med Coll, Tirupati",MBBS,"₹ 15,000",940,0,₹ 0,"₹25,906",14576,17616,17023,23111,-,23654,13993,17489,17788,-,-,-,-,12216
AI,EWS,Andhra Pradesh,"SV Med Coll, Tirupati",MBBS,"₹ 15,000",940,0,₹ 0,"₹25,906",13129,19508,21658,-,-,-,12816,19070,19070,-,-,-,-,11148
AI,SC,Andhra Pradesh,"SV Med Coll, Tirupati",MBBS,"₹ 15,000",940,0,₹ 0,"₹25,906",65108,74288,94470,121036,-,129158,63254,81357,114845,-,-,-,-,58561
AI,ST,Andhra Pradesh,"SV Med Coll, Tirupati",MBBS,"₹ 15,000",940,0,₹ 0,"₹25,906",88353,89276,89751,-,-,-,80061,102161,152750,-,-,-,-,93895
AI,Open-PwD,Andhra Pradesh,"SV Med Coll, Tirupati",MBBS,"₹ 15,000",940,0,₹ 0,"₹25,906",-,-,-,-,-,-,600375,600375,600375,-,-,-,-,-
AI,EWS-PwD,Andhra Pradesh,"SV Med Coll, Tirupati",MBBS,"₹ 15,000",940,0,₹ 0,"₹25,906",-,-,-,-,-,-,1009162,1009162,1009162,-,-,-,-,-
AI,SC-PwD,Andhra Pradesh,"SV Med Coll, Tirupati",MBBS,"₹ 15,000",940,0,₹ 0,"₹25,906",-,-,-,-,-,-,1044758,1044758,1044758,-,-,-,-,-
AI,OBC-PwD,Andhra Pradesh,"SV Med Coll, Tirupati",MBBS,"₹ 15,000",940,0,₹ 0,"₹25,906",624437,648199,648199,-,-,-,-,-,-,-,-,-,-,-
AI,Open,Tamil Nadu,"Govt Dental Coll, Chennai",BDS,"₹ 16,073",Info Not Available,0,₹ 0,Info not available,20256,29718,40570,47795,60360,31309,29130,41304,49106,61139,92325,-,-,27940
AI,OBC,Tamil Nadu,"Govt Dental Coll, Chennai",BDS,"₹ 16,073",Info Not Available,0,₹ 0,Info not available,26418,34772,43653,57144,67946,-,31468,44214,54035,61466,-,-,-,34000
AI,EWS,Tamil Nadu,"Govt Dental Coll, Chennai",BDS,"₹ 16,073",Info Not Available,0,₹ 0,Info not available,33952,43717,45058,51257,62598,-,36801,54579,60087,-,-,-,-,29880
AI,SC,Tamil Nadu,"Govt Dental Coll, Chennai",BDS,"₹ 16,073",Info Not Available,0,₹ 0,Info not available,115482,128190,151455,173055,211267,198794,95529,125047,152307,191041,217252,-,-,121650
AI,ST,Tamil Nadu,"Govt Dental Coll, Chennai",BDS,"₹ 16,073",Info Not Available,0,₹ 0,Info not available,145124,162989,211144,-,308492,240643,169788,166849,204495,241986,-,-,-,191150
AI,Open,Tamil Nadu,"Govt Dental Coll, Pudukkottai",BDS,"₹ 16,073",Info Not Available,0,₹ 0,Info not available,28376,39696,45591,51410,-,-,22612,33398,51115,61593,96730,-,-,31541
AI,OBC,Tamil Nadu,"Govt Dental Coll, Pudukkottai",BDS,"₹ 16,073",Info Not Available,0,₹ 0,Info not available,28621,42567,47494,60175,84208,-,22861,44245,53316,-,125070,-,-,32557
AI,EWS,Tamil Nadu,"Govt Dental Coll, Pudukkottai",BDS,"₹ 16,073",Info Not Available,0,₹ 0,Info not available,-,-,-,-,-,-,37396,41456,60957,80899,-,-,-,-
AI,SC,Tamil Nadu,"Govt Dental Coll, Pudukkottai",BDS,"₹ 16,073",Info Not Available,0,₹ 0,Info not available,103066,120233,167189,180522,-,-,124348,155680,153316,209294,-,-,-,100049
AI,OBC-PwD,Tamil Nadu,"Govt Dental Coll, Pudukkottai",BDS,"₹ 16,073",Info Not Available,0,₹ 0,Info not available,-,-,-,-,-,-,-,1290493,-,-,-,-,-,-
AI,Open,Tamil Nadu,"Rajah Muthiah DC, Annamalai",BDS,"₹ 16,073",Info Not Available,0,₹ 0,Info not available,25353,31840,32814,54532,72432,69133,28756,40617,40693,67112,147599,101605,-,30682
AI,OBC,Tamil Nadu,"Rajah Muthiah DC, Annamalai",BDS,"₹ 16,073",Info Not Available,0,₹ 0,Info not available,34635,41488,46010,61034,84941,76395,33618,49444,56888,68348,148654,-,-,36696
AI,EWS,Tamil Nadu,"Rajah Muthiah DC, Annamalai",BDS,"₹ 16,073",Info Not Available,0,₹ 0,Info not available,34525,45063,57064,62208,98408,-,37364,42317,73747,79167,529202,126849,-,48617
AI,SC,Tamil Nadu,"Rajah Muthiah DC, Annamalai",BDS,"₹ 16,073",Info Not Available,0,₹ 0,Info not available,135148,131877,166881,158920,230629,-,149265,167178,193970,176578,436555,-,-,133498
AI,ST,Tamil Nadu,"Rajah Muthiah DC, Annamalai",BDS,"₹ 16,073",Info Not Available,0,₹ 0,Info not available,152321,181430,216737,217270,288564,-,204329,170559,268338,302770,-,-,-,200828
AI,Open-PwD,Tamil Nadu,"Rajah Muthiah DC, Annamalai",BDS,"₹ 16,073",Info Not Available,0,₹ 0,Info not available,1065283,-,-,-,-,-,-,-,-,-,-,-,-,963428
AI,Open,Meghalaya,"NEIGRIHMS, Shillong",MBBS,"₹ 16,600",594,Info Not Available,Info not available,Info not available,9381,14704,14704,-,-,-,10011,12661,14721,24090,-,-,-,10679
AI,Open,Jharkhand,"Rajendra IMS, Ranchi",MBBS,"₹ 17,500",1754,Info Not Available,Info not available,"₹17,500",4964,6159,6652,10764,-,-,4511,6337,8009,-,-,-,-,4515
AI,OBC,Jharkhand,"Rajendra IMS, Ranchi",MBBS,"₹ 17,500",1754,Info Not Available,Info not available,"₹17,500",5829,7060,7273,12710,-,-,5725,7794,8494,-,-,-,-,5315
AI,EWS,Jharkhand,"Rajendra IMS, Ranchi",MBBS,"₹ 17,500",1754,Info Not Available,Info not available,"₹17,500",6903,8271,8625,-,-,-,5577,6985,8937,-,-,-,-,6622
AI,SC,Jharkhand,"Rajendra IMS, Ranchi",MBBS,"₹ 17,500",1754,Info Not Available,Info not available,"₹17,500",46603,51657,51657,-,-,-,38389,71511,68892,-,-,-,-,61029
AI,ST,Jharkhand,"Rajendra IMS, Ranchi",MBBS,"₹ 17,500",1754,Info Not Available,Info not available,"₹17,500",82490,82490,102993,-,-,-,72559,84535,106532,-,-,-,-,83756
AI,Open-PwD,Jharkhand,"Rajendra IMS, Ranchi",MBBS,"₹ 17,500",1754,Info Not Available,Info not available,"₹17,500",452788,500570,636371,-,-,-,-,-,-,-,-,-,-,398929
AI,OBC-PwD,Jharkhand,"Rajendra IMS, Ranchi",MBBS,"₹ 17,500",1754,Info Not Available,Info not available,"₹17,500",532259,532259,532259,-,-,-,-,-,-,-,-,-,-,429107
AI,Open,Tamil Nadu,Chengalpattu Med Coll,MBBS,"₹ 18,073",700,0,₹ 0,"₹27,315",7698,12320,14684,-,-,-,5874,11050,13530,-,-,-,-,3814
AI,OBC,Tamil Nadu,Chengalpattu Med Coll,MBBS,"₹ 18,073",700,0,₹ 0,"₹27,315",9450,14080,15210,-,-,-,6814,12043,13915,-,-,-,-,4245
AI,EWS,Tamil Nadu,Chengalpattu Med Coll,MBBS,"₹ 18,073",700,0,₹ 0,"₹27,315",15738,22263,23373,-,-,-,20940,23315,25016,-,-,-,-,17005
AI,SC,Tamil Nadu,Chengalpattu Med Coll,MBBS,"₹ 18,073",700,0,₹ 0,"₹27,315",41212,81270,81270,-,-,-,35159,86365,86365,-,-,-,-,20765
AI,ST,Tamil Nadu,Chengalpattu Med Coll,MBBS,"₹ 18,073",700,0,₹ 0,"₹27,315",113653,113653,143597,-,-,-,88815,116133,158996,-,-,-,-,-
AI,Open-PwD,Tamil Nadu,Chengalpattu Med Coll,MBBS,"₹ 18,073",700,0,₹ 0,"₹27,315",700076,971309,897468,-,-,-,603910,1057910,1057910,-,-,-,-,-
AI,Open,Tamil Nadu,Coimbatore Med Coll,MBBS,"₹ 18,073",1182,0,₹ 0,"₹27,315",3936,7979,10931,-,-,-,3538,8388,9774,-,-,-,-,3237
AI,OBC,Tamil Nadu,Coimbatore Med Coll,MBBS,"₹ 18,073",1182,0,₹ 0,"₹27,315",6018,11011,11989,22646,-,23641,4434,9651,11423,-,-,-,-,3808
AI,EWS,Tamil Nadu,Coimbatore Med Coll,MBBS,"₹ 18,073",1182,0,₹ 0,"₹27,315",11481,12427,19907,24945,-,-,12278,18503,22891,-,-,-,-,15747
AI,SC,Tamil Nadu,Coimbatore Med Coll,MBBS,"₹ 18,073",1182,0,₹ 0,"₹27,315",46511,78148,78653,-,-,-,41257,77873,93039,-,-,-,-,24118
AI,ST,Tamil Nadu,Coimbatore Med Coll,MBBS,"₹ 18,073",1182,0,₹ 0,"₹27,315",94465,123547,143897,159806,-,-,67752,108576,127375,-,-,-,-,103716
AI,Open-PwD,Tamil Nadu,Coimbatore Med Coll,MBBS,"₹ 18,073",1182,0,₹ 0,"₹27,315",-,-,-,-,-,-,-,-,-,-,-,-,-,510735
AI,SC-PwD,Tamil Nadu,Coimbatore Med Coll,MBBS,"₹ 18,073",1182,0,₹ 0,"₹27,315",-,-,-,-,-,-,888733,-,-,-,-,-,-,-
AI,OBC-PwD,Tamil Nadu,Coimbatore Med Coll,MBBS,"₹ 18,073",1182,0,₹ 0,"₹27,315",572545,1105627,609093,-,-,-,-,-,-,-,-,-,-,-
AI,Open,Tamil Nadu,Govt Dharmapuri Med Coll,MBBS,"₹ 18,073",500,0,₹ 0,"₹27,315",11633,15032,16016,-,-,-,9050,12672,14146,-,-,-,-,8508
AI,OBC,Tamil Nadu,Govt Dharmapuri Med Coll,MBBS,"₹ 18,073",500,0,₹ 0,"₹27,315",12992,15847,16233,-,-,-,9651,13289,14595,-,-,-,-,9428
AI,EWS,Tamil Nadu,Govt Dharmapuri Med Coll,MBBS,"₹ 18,073",500,0,₹ 0,"₹27,315",19145,21468,22543,-,-,-,21480,24823,27480,-,-,-,-,22081
AI,SC,Tamil Nadu,Govt Dharmapuri Med Coll,MBBS,"₹ 18,073",500,0,₹ 0,"₹27,315",84338,112187,121211,-,-,-,77267,102139,122029,-,-,-,-,48710
AI,ST,Tamil Nadu,Govt Dharmapuri Med Coll,MBBS,"₹ 18,073",500,0,₹ 0,"₹27,315",132173,129852,149587,-,-,-,124372,145207,155938,-,-,-,-,122847
AI,Open,Tamil Nadu,"Govt Erode Med Coll,Perundurai",MBBS,"₹ 18,073",600,0,₹ 0,"₹27,315",11705,13902,16290,-,-,-,8915,12067,12904,-,-,-,-,8412
AI,OBC,Tamil Nadu,"Govt Erode Med Coll,Perundurai",MBBS,"₹ 18,073",600,0,₹ 0,"₹27,315",12624,14958,17184,-,-,-,10038,12554,14110,-,-,-,-,9354
AI,EWS,Tamil Nadu,"Govt Erode Med Coll,Perundurai",MBBS,"₹ 18,073",600,0,₹ 0,"₹27,315",19064,22773,22490,-,-,-,22428,25803,27277,-,-,-,-,23489
AI,SC,Tamil Nadu,"Govt Erode Med Coll,Perundurai",MBBS,"₹ 18,073",600,0,₹ 0,"₹27,315",77488,102937,118043,-,-,-,76927,114819,126598,-,-,-,-,51725
AI,ST,Tamil Nadu,"Govt Erode Med Coll,Perundurai",MBBS,"₹ 18,073",600,0,₹ 0,"₹27,315",135876,140998,144964,-,-,-,132643,136270,156658,-,-,-,-,105143
AI,Open-PwD,Tamil Nadu,"Govt Erode Med Coll,Perundurai",MBBS,"₹ 18,073",600,0,₹ 0,"₹27,315",-,-,-,-,-,-,556512,1002236,1002236,-,-,-,-,-
AI,Open,Tamil Nadu,"Govt Med Coll & ESI,Coimbatore",MBBS,"₹ 18,073",300,0,₹ 0,"₹27,315",9561,12220,13650,22510,-,23632,6128,10679,10679,-,-,-,-,5119
AI,OBC,Tamil Nadu,"Govt Med Coll & ESI,Coimbatore",MBBS,"₹ 18,073",300,0,₹ 0,"₹27,315",10627,13218,14182,-,-,-,8239,12058,12058,-,-,-,-,5815
AI,EWS,Tamil Nadu,"Govt Med Coll & ESI,Coimbatore",MBBS,"₹ 18,073",300,0,₹ 0,"₹27,315",13887,18279,21249,24801,-,-,17578,18752,23213,23675,-,-,-,9468
AI,SC,Tamil Nadu,"Govt Med Coll & ESI,Coimbatore",MBBS,"₹ 18,073",300,0,₹ 0,"₹27,315",51473,92532,103434,128525,-,-,55069,96354,98682,-,-,-,-,34638
AI,ST,Tamil Nadu,"Govt Med Coll & ESI,Coimbatore",MBBS,"₹ 18,073",300,0,₹ 0,"₹27,315",-,-,144853,-,-,-,111893,127375,154198,-,-,-,-,111319
AI,Open-PwD,Tamil Nadu,"Govt Med Coll & ESI,Coimbatore",MBBS,"₹ 18,073",300,0,₹ 0,"₹27,315",-,-,-,-,-,-,502187,1075323,876047,-,-,-,-,686036
AI,OBC-PwD,Tamil Nadu,"Govt Med Coll & ESI,Coimbatore",MBBS,"₹ 18,073",300,0,₹ 0,"₹27,315",664595,-,1137567,-,-,-,-,-,-,-,-,-,-,-
AI,Open,Tamil Nadu,"Govt Med Coll, Ariyalur",MBBS,"₹ 18,073",1132,0,₹ 0,"₹27,315",16372,20252,21458,23137,-,-,13184,16360,17784,20708,-,-,-,11373
AI,OBC,Tamil Nadu,"Govt Med Coll, Ariyalur",MBBS,"₹ 18,073",1132,0,₹ 0,"₹27,315",17506,20805,21619,-,-,-,13499,16787,18575,-,-,-,-,12199
AI,EWS,Tamil Nadu,"Govt Med Coll, Ariyalur",MBBS,"₹ 18,073",1132,0,₹ 0,"₹27,315",20629,23799,24354,-,-,-,23061,26201,27445,-,-,-,-,24929
