CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2023 6,CR 2023 7,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,Institute,Course,Quota,Category
30137,26459,27022,-,-,-,-,-,-,-,-,"AMCET, Ahmedabad",ORTHOPAEDICS,GUJ Govt-AllGujStud.,GQ-SC
16518,30137,30137,-,-,-,-,-,-,-,-,"Medical College, Baroda",TBRD,GUJ Govt-AllGujStud.,GQ-SC
30528,30528,30528,-,-,-,-,-,-,-,-,"GCS Med Coll, Ahmedabad",RADIO DIAGNOSIS,GUJ Govt-AllGujStud.,GQ-ST
23561,23795,30534,-,-,-,-,-,-,-,-,"Pramukhswami Med Coll, Karmsad",ENT,GUJ Govt-AllGujStud.,GQ-OP
31126,31126,31126,-,-,-,-,-,-,-,-,"BJMC, Ahmedabad",GENERAL MEDICINE,GUJ Govt-AllGujStud.,GQ-ST
22961,23638,31385,-,-,-,-,-,-,-,-,"NHL Med Coll, Ahmedabad",PAEDIATRICS,GUJ Govt-AllGujStud.,GQ-SC
28448,28448,31530,-,-,-,-,-,-,-,-,"AMCET, Ahmedabad",OBG,GUJ Govt-AllGujStud.,GQ-SC
25681,28183,31676,-,-,-,-,-,-,-,-,"Dr MK Shah Med Coll, Ahmedabad",ANAESTHESIOLOGY,GUJ Govt-AllGujStud.,GQ-EW
-,-,31898,-,-,-,-,-,-,-,-,"Parul IMS&R, Vadodara",TBRD,GUJ Govt-AllGujStud.,GQ-OP
23562,23562,32905,-,-,-,-,-,-,-,-,"Parul IMS&R, Vadodara",OBG,GUJ Govt-AllGujStud.,GQ-OP
32935,32935,32935,-,-,-,-,-,-,-,-,"Adani Institute, Bhuj",RADIO DIAGNOSIS,GUJ Govt-AllGujStud.,GQ-SC
26275,33473,33473,-,-,-,-,-,-,-,-,"GCS Med Coll, Ahmedabad",PAEDIATRICS,GUJ Govt-AllGujStud.,GQ-SC
23158,24548,34721,-,-,-,-,-,-,-,-,"CU Shah, Surendra Nagar",TBRD,GUJ Govt-AllGujStud.,GQ-SE
35230,35230,35230,-,-,-,-,-,-,-,-,"Govt Med Coll, Bhavnagar",DERMATOLOGY,GUJ Govt-AllGujStud.,GQ-ST
29337,31852,35373,-,-,-,-,-,-,-,-,"Adani Institute, Bhuj",ENT,GUJ Govt-AllGujStud.,GQ-SE
29940,31206,36089,-,-,-,-,-,-,-,-,"Surat Municipal, Surat",ENT,GUJ Govt-AllGujStud.,GQ-EW
36647,36647,36647,-,-,-,-,-,-,-,-,"Surat Municipal, Surat",OBG,GUJ Govt-AllGujStud.,GQ-SC
37743,37743,37743,-,-,-,-,-,-,-,-,"CU Shah, Surendra Nagar",RADIO DIAGNOSIS,GUJ Govt-AllGujStud.,GQ-SC
31530,31530,37748,-,-,-,-,-,-,-,-,"GMERS, Sola",OBG,GUJ Govt-AllGujStud.,GQ-SC
26809,37909,37909,-,-,-,-,-,-,-,-,"PDU Med Coll, Rajkot",DERMATOLOGY,GUJ Govt-AllGujStud.,GQ-ST
30098,30098,38039,-,-,-,-,-,-,-,-,"Parul IMS&R, Vadodara",OBG,GUJ Govt-AllGujStud.,GQ-SE
21828,21828,38048,-,-,-,-,-,-,-,-,"Dr MK Shah Med Coll, Ahmedabad",PSYCHIATRY,GUJ Govt-AllGujStud.,GQ-SE
33473,38245,38245,-,-,-,-,-,-,-,-,"Adani Institute, Bhuj",PAEDIATRICS,GUJ Govt-AllGujStud.,GQ-SC
39194,39194,39194,-,-,-,-,-,-,-,-,"Parul IMS&R, Vadodara",RADIO DIAGNOSIS,GUJ Govt-AllGujStud.,GQ-SC
32556,35118,39629,-,-,-,-,-,-,-,-,"NHL Med Coll, Ahmedabad",PSYCHIATRY,GUJ Govt-AllGujStud.,GQ-SC
33120,37197,41046,-,-,-,-,-,-,-,-,"CU Shah, Surendra Nagar",ANAESTHESIOLOGY,GUJ Govt-AllGujStud.,GQ-SE
37748,41898,41558,-,-,-,-,-,-,-,-,"MP Shah, Jamnagar",OPHTHALMOLOGY,GUJ Govt-AllGujStud.,GQ-SC
27497,27497,42976,-,-,-,-,-,-,-,-,"Adani Institute, Bhuj",PSYCHIATRY,GUJ Govt-AllGujStud.,GQ-SE
43067,43067,43067,-,-,-,-,-,-,-,-,"CU Shah, Surendra Nagar",ORTHOPAEDICS,GUJ Govt-AllGujStud.,GQ-SC
29344,25173,43147,-,-,-,-,-,-,-,-,"CU Shah, Surendra Nagar",OPHTHALMOLOGY,GUJ Govt-AllGujStud.,GQ-SE
14939,17813,33628,43491,-,-,-,-,-,-,-,"Pramukhswami Med Coll, Karmsad",PAEDIATRICS,GUJ Govt-AllGujStud.,GQ-EW
33118,43898,43898,-,-,-,-,-,-,-,-,"Pramukhswami Med Coll, Karmsad",OPHTHALMOLOGY,GUJ Govt-AllGujStud.,GQ-SE
24548,26329,28669,44415,-,-,-,-,-,-,-,"GMERS, Sola",ENT,GUJ Govt-AllGujStud.,GQ-SE
29021,35368,44475,-,-,-,-,-,-,-,-,"Zydus Med Coll & Hosp, Dahod",ENT,GUJ Govt-AllGujStud.,GQ-OP
35705,45009,45009,-,-,-,-,-,-,-,-,"Medical College, Baroda",ENT,GUJ Govt-AllGujStud.,GQ-SC
34139,34139,46582,-,-,-,-,-,-,-,-,"GCS Med Coll, Ahmedabad",GENERAL SURGERY,GUJ Govt-AllGujStud.,GQ-SC
35262,35262,46639,-,-,-,-,-,-,-,-,"GCS Med Coll, Ahmedabad",TBRD,GUJ Govt-AllGujStud.,GQ-SC
26701,36558,47369,-,-,-,-,-,-,-,-,"Pramukhswami Med Coll, Karmsad",GENERAL SURGERY,GUJ Govt-AllGujStud.,GQ-EW
25833,31932,35638,46342,48733,-,-,-,-,-,-,"Adani Institute, Bhuj",OPHTHALMOLOGY,GUJ Govt-AllGujStud.,GQ-OP
47834,48914,48914,-,-,-,-,-,-,-,-,"Zydus Med Coll & Hosp, Dahod",GENERAL SURGERY,GUJ Govt-AllGujStud.,GQ-SC
-,39270,49176,-,-,-,-,-,-,-,-,"PDU Med Coll, Rajkot",ANAESTHESIOLOGY,GUJ Govt-AllGujStud.,GQ-SC
-,43891,50881,-,-,-,-,-,-,-,-,"PDU Med Coll, Rajkot",TBRD,GUJ Govt-AllGujStud.,GQ-ST
46639,46639,50890,-,-,-,-,-,-,-,-,"Adani Institute, Bhuj",EMERGENCY MEDICINE,GUJ Govt-AllGujStud.,GQ-SC
35118,41558,54444,-,-,-,-,-,-,-,-,"GMERS, Gandhinagar",OPHTHALMOLOGY,GUJ Govt-AllGujStud.,GQ-SC
56611,56611,56611,-,-,-,-,-,-,-,-,"Medical College, Baroda",ENT,GUJ Govt-AllGujStud.,GQ-ST
60324,60324,60324,-,-,-,-,-,-,-,-,"Dr MK Shah Med Coll, Ahmedabad",GENERAL MEDICINE,GUJ Govt-AllGujStud.,GQ-ST
31871,44767,50494,60886,-,-,-,-,-,-,-,"BJMC, Ahmedabad",RADIATION ONCOLOGY,GUJ Govt-AllGujStud.,GQ-SC
-,61736,61736,-,-,-,-,-,-,-,-,"Govt Med Coll, Surat",IHBT,GUJ Govt-AllGujStud.,GQ-ST
50338,50338,62223,-,-,-,-,-,-,-,-,"GCS Med Coll, Ahmedabad",DERMATOLOGY,GUJ Govt-AllGujStud.,GQ-ST
31385,39629,63485,-,-,-,-,-,-,-,-,"AMCET, Ahmedabad",ANAESTHESIOLOGY,GUJ Govt-AllGujStud.,GQ-SC
40441,41201,44589,64088,-,-,-,-,-,-,-,"Pramukhswami Med Coll, Karmsad",PSYCHIATRY,GUJ Govt-AllGujStud.,GQ-SE
46707,66038,50338,-,-,-,-,-,-,-,-,"Medical College, Baroda",PSYCHIATRY,GUJ Govt-AllGujStud.,GQ-ST
52350,58963,66541,-,-,-,-,-,-,-,-,"Dr MK Shah Med Coll, Ahmedabad",DERMATOLOGY,GUJ Govt-AllGujStud.,GQ-ST
70245,70245,70245,-,-,-,-,-,-,-,-,"CU Shah, Surendra Nagar",PAEDIATRICS,GUJ Govt-AllGujStud.,GQ-ST
46582,46582,70282,-,-,-,-,-,-,-,-,"CU Shah, Surendra Nagar",ANAESTHESIOLOGY,GUJ Govt-AllGujStud.,GQ-SC
71700,71700,71700,-,-,-,-,-,-,-,-,"MP Shah, Jamnagar",GENERAL MEDICINE,GUJ Govt-AllGujStud.,GQ-SE-PH
67103,67103,73202,-,-,-,-,-,-,-,-,"GCS Med Coll, Ahmedabad",OBG,GUJ Govt-AllGujStud.,GQ-ST
70427,75624,75624,-,-,-,-,-,-,-,-,"GMERS, Sola",PSYCHIATRY,GUJ Govt-AllGujStud.,GQ-ST
75967,75967,75967,-,-,-,-,-,-,-,-,"NHL Med Coll, Ahmedabad",EMERGENCY MEDICINE,GUJ Govt-AllGujStud.,GQ-ST
-,77371,77371,-,-,-,-,-,-,-,-,"Pramukhswami Med Coll, Karmsad",TBRD,GUJ Govt-AllGujStud.,GQ-ST
73202,73202,79587,-,-,-,-,-,-,-,-,"Dr MK Shah Med Coll, Ahmedabad",OBG,GUJ Govt-AllGujStud.,GQ-ST
76602,76636,80513,-,-,-,-,-,-,-,-,"Adani Institute, Bhuj",PAEDIATRICS,GUJ Govt-AllGujStud.,GQ-ST
81575,-,-,-,-,-,-,-,-,-,-,"Medical College, Baroda",OBG,GUJ Govt-AllGujStud.,GQ-OP-PH
26412,33411,33411,47176,82458,-,-,-,-,-,-,"Parul IMS&R, Vadodara",EMERGENCY MEDICINE,GUJ Govt-AllGujStud.,GQ-OP
66038,84277,84277,-,-,-,-,-,-,-,-,"GR Doshi & KM Mehta, Ahmedabad",ANAESTHESIOLOGY,GUJ Govt-AllGujStud.,GQ-ST
56220,85676,85676,-,-,-,-,-,-,-,-,"Medical College, Baroda",OPHTHALMOLOGY,GUJ Govt-AllGujStud.,GQ-ST
-,87115,87437,-,-,-,-,-,-,-,-,"PDU Med Coll, Rajkot",OPHTHALMOLOGY,GUJ Govt-AllGujStud.,GQ-ST
60256,88699,88699,-,-,-,-,-,-,-,-,"BJMC, Ahmedabad",RADIATION ONCOLOGY,GUJ Govt-AllGujStud.,GQ-ST
41762,41762,89561,-,-,-,-,-,-,-,-,"Medical College, Baroda",IHBT,GUJ Govt-AllGujStud.,GQ-EW
86138,93136,93136,-,-,-,-,-,-,-,-,"GCS Med Coll, Ahmedabad",OPHTHALMOLOGY,GUJ Govt-AllGujStud.,GQ-ST
93371,93371,93371,-,-,-,-,-,-,-,-,"Dr MK Shah Med Coll, Ahmedabad",GENERAL SURGERY,GUJ Govt-AllGujStud.,GQ-ST
78997,95974,95974,-,-,-,-,-,-,-,-,"GMERS, Sola",ANAESTHESIOLOGY,GUJ Govt-AllGujStud.,GQ-ST
97280,98694,98694,-,-,-,-,-,-,-,-,"GCS Med Coll, Ahmedabad",ENT,GUJ Govt-AllGujStud.,GQ-ST
94906,99913,99913,-,-,-,-,-,-,-,-,"Parul IMS&R, Vadodara",ORTHOPAEDICS,GUJ Govt-AllGujStud.,GQ-ST
102287,-,-,-,-,-,-,-,-,-,-,"Zydus Med Coll & Hosp, Dahod",ENT,GUJ Govt-AllGujStud.,GQ-ST
38039,48785,61905,78624,110874,-,-,-,-,-,-,"BJMC, Ahmedabad",IHBT,GUJ Govt-AllGujStud.,GQ-SE
85787,93725,111072,-,-,-,-,-,-,-,-,"CU Shah, Surendra Nagar",GENERAL SURGERY,GUJ Govt-AllGujStud.,GQ-ST
90509,90509,112375,-,-,-,-,-,-,-,-,"MP Shah, Jamnagar",DA,GUJ Govt-AllGujStud.,GQ-ST
90169,114847,114847,-,-,-,-,-,-,-,-,"Medical College, Baroda",GENERAL MEDICINE,GUJ Govt-AllGujStud.,GQ-SE-PH
114847,-,-,-,-,-,-,-,-,-,-,"Govt Med Coll, Bhavnagar",PAEDIATRICS,GUJ Govt-AllGujStud.,GQ-SE-PH
101665,109952,122859,-,-,-,-,-,-,-,-,"Parul IMS&R, Vadodara",ENT,GUJ Govt-AllGujStud.,GQ-ST
87903,85891,93996,132560,-,-,-,-,-,-,-,"Pramukhswami Med Coll, Karmsad",PSYCHIATRY,GUJ Govt-AllGujStud.,GQ-ST
50408,90169,149611,-,-,-,-,-,-,-,-,"PDU Med Coll, Rajkot",DERMATOLOGY,GUJ Govt-AllGujStud.,GQ-SE-PH
-,31264,31264,-,-,-,-,-,22214,10947,-,"BJMC, Ahmedabad",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-EW
11951,27089,27089,-,-,-,-,15840,15840,15840,-,"Medical College, Baroda",PHARMACOLOGY,GUJ Govt-AllGujStud.,GQ-OP
21192,56657,56657,-,-,-,-,18912,18912,18912,-,"Govt Med Coll, Surat",SPM,GUJ Govt-AllGujStud.,GQ-OP
14037,20745,28361,-,-,-,-,20021,19603,19603,41250,"BJMC, Ahmedabad",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-OP
-,47563,48410,-,-,-,-,-,27016,27016,-,"MP Shah, Jamnagar",PHARMACOLOGY,GUJ Govt-AllGujStud.,GQ-OP
37047,58358,65865,-,-,-,-,-,30224,30224,-,"MP Shah, Jamnagar",SPM,GUJ Govt-AllGujStud.,GQ-OP
-,26749,30671,-,-,-,-,-,26770,30786,-,"Medical College, Baroda",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-OP
-,31304,37015,-,-,-,-,-,-,30831,-,"Medical College, Baroda",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-EW
-,34024,43474,-,-,-,-,24775,30783,31463,-,"BJMC, Ahmedabad",PHARMACOLOGY,GUJ Govt-AllGujStud.,GQ-OP
-,51515,64084,-,-,-,-,-,32025,32025,-,"MP Shah, Jamnagar",PHARMACOLOGY,GUJ Govt-AllGujStud.,GQ-SE
36140,43623,52702,-,-,-,-,30659,32565,32594,-,"Govt Med Coll, Surat",PHARMACOLOGY,GUJ Govt-AllGujStud.,GQ-OP
37904,46621,57424,-,-,-,-,31525,37426,32709,-,"Govt Med Coll, Surat",PHARMACOLOGY,GUJ Govt-AllGujStud.,GQ-EW
20810,33508,40055,-,-,-,-,22150,29707,32740,-,"PDU Med Coll, Rajkot",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-OP
24109,40700,40700,-,-,-,-,3358,33050,33050,-,"PDU Med Coll, Rajkot",PHARMACOLOGY,GUJ Govt-AllGujStud.,GQ-OP
20745,32916,34876,-,-,-,-,23290,32121,33452,-,"MP Shah, Jamnagar",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-OP
48405,53284,53284,-,-,-,-,42829,44266,34362,-,"Parul IMS&R, Vadodara",PHARMACOLOGY,GUJ Govt-AllGujStud.,GQ-OP
30671,38168,39928,-,-,-,-,28277,35759,34927,-,"GMERS, Sola",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-OP
16480,29351,33508,-,-,-,-,20286,26814,34979,-,"Govt Med Coll, Surat",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-OP
-,-,-,-,-,-,-,22275,30831,36097,-,"PDU Med Coll, Rajkot",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-EW
24406,31676,35091,-,-,-,-,25273,34979,36517,-,"Govt Med Coll, Bhavnagar",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-OP
34004,24936,44526,74595,-,-,-,30783,36708,36708,-,"Govt Med Coll, Bhavnagar",PHARMACOLOGY,GUJ Govt-AllGujStud.,GQ-OP
40372,58171,58171,-,-,-,-,-,52274,36889,-,"Govt Med Coll, Surat",SPM,GUJ Govt-AllGujStud.,GQ-SE
-,-,-,-,-,-,-,22214,29791,37025,-,"Govt Med Coll, Surat",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-EW
30655,39731,45732,-,-,-,-,29638,36517,38506,-,"GMERS, Gandhinagar",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-OP
25088,32912,42431,-,-,-,-,27666,35673,38734,-,"Govt Med Coll, Bhavnagar",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-EW
-,33279,40766,51711,-,-,-,-,35475,39329,-,"MP Shah, Jamnagar",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-EW
23972,34146,35972,-,-,-,-,23379,27832,39482,-,"BJMC, Ahmedabad",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-SE
33410,36300,42903,-,-,-,-,35340,37025,39744,-,"GMERS, Sola",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-EW
-,37691,37691,-,-,-,-,-,29398,39843,-,"Medical College, Baroda",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-SE
-,-,-,-,-,-,-,35759,38484,40459,-,"GMERS, Gandhinagar",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-EW
-,38492,44239,47751,-,-,-,-,37543,41062,-,"MP Shah, Jamnagar",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-SE
-,-,-,-,-,-,-,45501,45501,41065,-,"GMERS, Gandhinagar",PHARMACOLOGY,GUJ Govt-AllGujStud.,GQ-OP
32167,44703,44703,-,-,-,-,32259,41528,41528,-,"BJMC, Ahmedabad",SPM,GUJ Govt-AllGujStud.,GQ-OP
32118,40639,45944,-,-,-,-,35475,36943,41646,-,"NHL Med Coll, Ahmedabad",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-OP
31184,42976,55919,-,-,-,-,-,41928,41928,-,"BJMC, Ahmedabad",PHARMACOLOGY,GUJ Govt-AllGujStud.,GQ-SE
-,-,-,-,-,-,-,36097,39329,42228,-,"NHL Med Coll, Ahmedabad",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-EW
32385,40055,50055,-,-,-,-,31879,36097,42819,-,"GMERS, Gotri, Vadodara",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-OP
33626,38219,45403,-,-,-,-,26991,37475,43033,-,"Govt Med Coll, Surat",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-SE
34146,39480,50058,-,-,-,-,29344,39482,43302,-,"Govt Med Coll, Bhavnagar",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-SE
-,-,-,-,-,-,-,38768,43609,43609,-,"Medical College, Baroda",SPM,GUJ Govt-AllGujStud.,GQ-OP
37362,43759,58544,-,-,-,-,38745,38745,44119,48658,"Parul IMS&R, Vadodara",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-OP
37197,52168,68083,-,-,-,-,40320,43724,44172,-,"Zydus Med Coll & Hosp, Dahod",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-OP
26111,43147,43939,-,-,-,-,27832,37915,45298,-,"PDU Med Coll, Rajkot",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-SE
35782,42903,48669,-,-,-,-,34542,38506,45735,-,"AMCET, Ahmedabad",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-OP
41414,47631,60036,-,-,-,-,43302,43302,46899,-,"GMERS, Gandhinagar",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-SE
-,-,-,-,-,-,-,39619,46917,46917,-,"PDU Med Coll, Rajkot",PHARMACOLOGY,GUJ Govt-AllGujStud.,GQ-SE
53284,65378,65378,-,-,-,-,67711,60719,46958,-,"Zydus Med Coll & Hosp, Dahod",SPM,GUJ Govt-AllGujStud.,GQ-OP
34745,55941,55941,-,-,-,-,43609,48221,48221,-,"Medical College, Baroda",SPM,GUJ Govt-AllGujStud.,GQ-SE
-,-,-,-,-,-,-,42228,42142,49209,61744,"Nootan Med Coll & RC, Mehsana",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-OP
41104,45403,55419,-,-,-,-,40680,40680,49522,-,"GMERS, Sola",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-SE
43474,67046,67046,-,-,-,-,30224,50301,50301,-,"MP Shah, Jamnagar",SPM,GUJ Govt-AllGujStud.,GQ-SE
37049,53024,61503,-,-,-,-,32025,50648,50648,-,"Govt Med Coll, Surat",PHARMACOLOGY,GUJ Govt-AllGujStud.,GQ-SE
-,-,-,-,-,-,-,50808,50808,50808,-,"Govt Med Coll, Surat",FORENSIC MEDICINE,GUJ Govt-AllGujStud.,GQ-SE
42976,37183,37183,-,-,-,-,31463,31463,51710,-,"NHL Med Coll, Ahmedabad",PHARMACOLOGY,GUJ Govt-AllGujStud.,GQ-OP
52575,58357,58357,-,-,-,-,46173,51778,51778,-,"Zydus Med Coll & Hosp, Dahod",PHARMACOLOGY,GUJ Govt-AllGujStud.,GQ-OP
42557,55419,66018,-,-,-,-,45375,46551,52045,-,"GCS Med Coll, Ahmedabad",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-SE
26362,33787,51782,40771,50292,-,-,38996,39600,52239,-,"Dr MK Shah Med Coll, Ahmedabad",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-OP
43841,48016,66519,-,-,-,-,44172,41062,52274,-,"GMERS, Gotri, Vadodara",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-SE
45317,47170,65630,-,-,-,-,46564,45298,52456,-,"NHL Med Coll, Ahmedabad",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-SE
45885,45885,45885,-,-,-,-,40109,52580,52580,-,"Pramukhswami Med Coll, Karmsad",PHARMACOLOGY,GUJ Govt-AllGujStud.,GQ-OP
39945,44489,53255,-,-,-,-,39329,40459,53228,-,"AMCET, Ahmedabad",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-EW
-,-,-,-,-,-,-,-,49519,53590,-,"PDU Med Coll, Rajkot",SPM,GUJ Govt-AllGujStud.,GQ-EW
39270,54444,66431,-,-,-,-,37636,54608,54608,-,"Govt Med Coll, Surat",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-SC
-,-,-,-,-,-,-,52596,52596,55263,-,"GMERS, Gandhinagar",PHARMACOLOGY,GUJ Govt-AllGujStud.,GQ-EW
-,48127,48127,-,-,-,-,41371,55375,55375,-,"BJMC, Ahmedabad",SPM,GUJ Govt-AllGujStud.,GQ-SE
42713,62964,64961,-,-,-,-,44146,55600,55600,-,"Govt Med Coll, Bhavnagar",SPM,GUJ Govt-AllGujStud.,GQ-OP
40523,52757,69911,72652,-,-,-,41375,46189,56697,-,"Pramukhswami Med Coll, Karmsad",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-OP
48016,62701,68133,-,-,-,-,49522,51799,57663,-,"AMCET, Ahmedabad",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-SE
-,-,-,-,-,-,-,44277,58027,58027,-,"PDU Med Coll, Rajkot",MICROBIOLOGY,GUJ Govt-AllGujStud.,GQ-OP
-,50915,74388,-,-,-,-,50501,58994,58234,78817,"AMCET, Ahmedabad",PHARMACOLOGY,GUJ Govt-AllGujStud.,GQ-OP
37557,45944,66885,-,-,-,-,39795,46091,58410,-,"CU Shah, Surendra Nagar",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-OP
49507,64337,79974,-,-,-,-,43291,57749,58523,-,"Medical College, Baroda",MICROBIOLOGY,GUJ Govt-AllGujStud.,GQ-OP
-,-,-,-,-,-,-,46917,54843,58965,-,"Parul IMS&R, Vadodara",PHARMACOLOGY,GUJ Govt-AllGujStud.,GQ-SE
46238,94360,93574,103210,-,-,-,13723,59384,59384,-,"BJMC, Ahmedabad",FORENSIC MEDICINE,GUJ Govt-AllGujStud.,GQ-OP
-,-,-,-,-,-,-,47860,59394,59394,-,"Govt Med Coll, Bhavnagar",SPM,GUJ Govt-AllGujStud.,GQ-SE
-,-,-,-,-,-,-,50648,59867,59867,-,"GMERS, Gandhinagar",PHARMACOLOGY,GUJ Govt-AllGujStud.,GQ-SE
-,-,-,-,-,-,-,68818,60110,60110,-,"Dr ND Desai FMS & Res, Nadiad",SPM,GUJ Govt-AllGujStud.,GQ-SE
66680,70048,70048,-,-,-,-,59617,60234,60234,-,"Zydus Med Coll & Hosp, Dahod",PHARMACOLOGY,GUJ Govt-AllGujStud.,GQ-SE
-,103108,130610,-,-,-,-,68711,61931,61931,-,"MP Shah, Jamnagar",FORENSIC MEDICINE,GUJ Govt-AllGujStud.,GQ-SE
-,44001,44001,-,-,-,-,-,52286,62326,-,"BJMC, Ahmedabad",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-SC
86482,97113,97113,-,-,-,-,62332,62332,62332,-,"Govt Med Coll, Surat",PHARMACOLOGY,GUJ Govt-AllGujStud.,GQ-ST
44703,69842,74232,-,-,-,-,41834,53934,62365,-,"BJMC, Ahmedabad",MICROBIOLOGY,GUJ Govt-AllGujStud.,GQ-OP
40698,53862,70025,-,-,-,-,37450,48864,62996,70259,"Adani Institute, Bhuj",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-OP
46125,49497,69665,-,-,-,-,48547,48762,63970,-,"Parul IMS&R, Vadodara",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-SE
-,-,-,-,-,-,-,46899,43492,64159,91277,"Govt Med Coll, Surat",DCP,GUJ Govt-AllGujStud.,GQ-SE
37636,61697,69079,-,-,-,-,46644,46644,64397,-,"Zydus Med Coll & Hosp, Dahod",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-SE
-,-,-,-,-,-,-,48762,52045,64834,-,"Dr MK Shah Med Coll, Ahmedabad",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-SE
-,-,-,-,-,-,-,65051,65051,65051,-,"GMERS, Gotri, Vadodara",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-SC
-,-,-,-,-,-,-,42116,49722,65553,50689,"Dr ND Desai FMS & Res, Nadiad",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-OP
-,-,-,-,-,-,-,65578,65578,65578,-,"GMERS, Gandhinagar",PHARMACOLOGY,GUJ Govt-AllGujStud.,GQ-SC
-,90411,104027,-,-,-,-,58523,66194,66194,-,"Parul IMS&R, Vadodara",MICROBIOLOGY,GUJ Govt-AllGujStud.,GQ-OP
46918,50395,70296,-,-,-,-,53934,58640,66402,-,"Govt Med Coll, Surat",MICROBIOLOGY,GUJ Govt-AllGujStud.,GQ-OP
50915,58544,100802,-,-,-,-,58234,77665,66596,94911,"Surat Municipal, Surat",PHARMACOLOGY,GUJ Govt-AllGujStud.,GQ-OP
-,-,-,-,-,-,-,43135,49522,66763,-,"Nootan Med Coll & RC, Mehsana",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-SE
55149,76518,81610,-,-,-,-,51799,63387,66765,-,"BJMC, Ahmedabad",MICROBIOLOGY,GUJ Govt-AllGujStud.,GQ-SE
40707,45554,57192,-,-,-,-,42508,49406,66770,-,"Surat Municipal, Surat",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-OP
-,-,-,-,-,-,-,63387,72856,67553,-,"PDU Med Coll, Rajkot",MICROBIOLOGY,GUJ Govt-AllGujStud.,GQ-SE
53785,66539,81735,100314,-,-,-,68241,67839,67839,-,"GMERS, Sola",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-SC
-,-,-,-,-,-,-,68447,68447,68447,-,"Dr ND Desai FMS & Res, Nadiad",SPM,GUJ Govt-AllGujStud.,GQ-OP
49156,62999,94175,-,-,-,-,60072,62326,69569,-,"NHL Med Coll, Ahmedabad",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-SC
-,83467,115538,-,-,-,-,-,69708,69708,-,"Zydus Med Coll & Hosp, Dahod",MICROBIOLOGY,GUJ Govt-AllGujStud.,GQ-OP
46621,48410,83677,-,-,-,-,53874,70750,70750,-,"NHL Med Coll, Ahmedabad",PHARMACOLOGY,GUJ Govt-AllGujStud.,GQ-EW
-,-,-,-,-,-,-,50989,71329,71329,-,"GMERS, Gotri, Vadodara",SPM,GUJ Govt-AllGujStud.,GQ-OP
47631,60036,75468,-,-,-,-,59867,60287,72434,-,"Pramukhswami Med Coll, Karmsad",PATHOLOGY,GUJ Govt-AllGujStud.,GQ-SE
