QUOTA,CATEGORY,STATE,INSTITUTE,COURSE,FEE,STIPEND YEAR 1,BOND YEARS,BOND PENALTY,BEDS,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5
AIQ,GEN,Jammu and Kashmir,"Govt Med Coll, Jammu",ENT,"₹ 25,000","₹59,500",0,₹ 0,1700,15373,18419,18880,-,-,10234,12166,15737,-,-
AIQ,OBC,Tamil Nadu,"Madras Med Coll, Chennai",ENT,"₹ 50,000","₹ 52,451",2,"₹ 40,00,000",7285,10312,12405,16626,-,-,12210,13327,15738,-,-
AIQ,OBC,Andhra Pradesh,"Andhra Med Coll, Vizag",ENT,"₹ 48,600","₹60,823",0,₹ 0,1030,13661,14029,15424,-,-,14727,16715,15739,26988,-
AIQ,SC,Rajasthan,"RNT, Udaipur",OPHTHALMOLOGY,"₹ 12,812","₹ 82,800",2,"₹ 25,00,000",2206,26158,33766,37430,-,-,15095,15742,15742,-,-
DNB Post MBBS,GEN,Assam,"Apollo Excelcare Hosp, Guwahati",DNBPAEDIATRICS,"₹1,25,000","₹ 51,000",0,₹0,178,-,15569,15569,-,-,12623,14998,15744,-,-
DNB Post MBBS,GEN,Maharashtra,"Jehangir Hospital, Pune",DNBGENERAL SURGERY,"₹1,25,000","₹86,000",0,₹0,335,15380,15587,15587,-,-,15050,14582,15747,-,-
AIQ,GEN,Bihar,"IGIMS, Patna",ANAESTHESIOLOGY,"₹ 1,60,000","₹ 1,05,000",0,₹0,1062,12436,15721,17212,-,-,12462,13447,15748,-,-
AIQ,SC,Maharashtra,"Seth GS, Mumbai",OPHTHALMOLOGY,"₹ 1,43,300","₹92,522",1,"₹50,00,000",2250,-,-,-,-,-,12382,15749,15749,-,-
AIQ,OBC,Himachal Pradesh,"IGMC, Shimla",ORTHOPAEDICS,"₹ 39,000","₹ 40,000",3,"₹ 40,00,000",1031,-,-,15324,15096,-,8247,13614,15760,-,-
AIQ,SC,Tamil Nadu,"Stanley Med Coll, Chennai",PAEDIATRICS,"₹ 50,000","₹ 52,451",2,"₹ 40,00,000",1661,10624,10624,10624,-,-,10676,15762,15762,-,-
AIQ,OBC,Maharashtra,"BJMC, Pune",PSYCHIATRY,"₹ 1,43,300","₹92,522",1,"₹50,00,000",1296,-,-,-,-,-,11505,15614,15766,-,-
DU,EWS,Delhi,"MAMC, Delhi",OBG,"₹ 57,600","₹ 1,26,927",0,₹ 0,2800,4179,4179,4179,-,-,15768,15768,15768,-,-
AIQ,EWS,Telangana,"Kakatiya Med Coll, Warangal",EMERGENCY MEDICINE,"₹ 25,000","₹58,289",1,"₹20,00,000",1150,10775,12909,18566,-,-,16135,15769,15769,-,-
AIQ,GEN,Assam,"Assam Med Coll, Dibrugarh",ENT,"₹ 17,900","₹ 55,200",2,"₹ 20,00,000",1365,-,-,-,-,-,14825,15003,15770,-,-
DNB Post MBBS,OBC,Chhattisgarh,"JLN Main Hosp & RC, Bhilai",DNBOBG,"₹1,25,000","₹67,500",0,₹0,860,13126,14243,14243,-,-,12558,12640,15772,-,-
AIQ,OBC,Jharkhand,"MGM Med Coll, Jamshedpur",GENERAL SURGERY,"₹1,500","₹54,500",3,"₹ 30,00,000",540,-,-,-,-,-,14236,15344,15773,-,-
DNB Post MBBS,GEN,Telangana,"AIG Hospital, Hyderabad",DNBNEUROSURGERY 6 YRS,"₹1,25,000","₹58,289",0,₹0,720,-,-,-,-,-,14280,15775,15775,-,-
AIQ,SC,West Bengal,Burdwan Medical College,GENERAL MEDICINE,"₹ 12,000","₹49,884",3,"₹ 30,00,000",1099,-,-,-,-,-,8836,12877,15776,-,-
AIQ,OBC,Maharashtra,"Govt Med Coll, Nagpur",PSYCHIATRY,"₹ 1,43,300","₹92,522",1,"₹50,00,000",1866,14293,16420,16420,-,-,12540,15778,15778,-,-
AIQ,OBC,Jammu and Kashmir,"Govt Med Coll, Srinagar",GENERAL SURGERY,"₹ 35,750","₹59,500",0,₹ 0,2150,12364,13053,13053,-,-,15006,15125,15779,-,-
AIQ,GEN,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",ANAESTHESIOLOGY,"₹ 1,43,300","₹92,522",1,"₹50,00,000",1462,11771,13092,15888,-,-,10367,12404,15781,20323,-
NBE Diploma,GEN,Maharashtra,"Dr RN Cooper Gen Hosp, Mumbai",DGO,"₹1,25,000","₹ 75,144",Info Not Available,Info not available,940,15879,17314,17893,-,-,8549,13170,15787,-,-
DNB Post MBBS,OBC,Chhattisgarh,"AtalBihariVajpayee, Rajnandgaon",DNBPAEDIATRICS,"₹1,25,000","₹ 67,500",0,₹0,-,-,-,-,-,-,-,13247,15789,-,-
AIQ,OBC,Chhattisgarh,"Pt JNM Med Coll, Raipur",GENERAL SURGERY,"₹ 20,000","₹67,500",2,"₹ 50,00,000",1246,12655,14312,15156,-,-,12529,14345,15792,18579,-
AIQ,OBC,Gujarat,"PDU Med Coll, Rajkot",PSYCHIATRY,"₹ 30,000","₹1,00,800",1,"₹ 40,00,000",750,8948,8948,7194,-,-,10211,15795,15795,-,-
AIQ,OBC,Uttar Pradesh,"KGMU, Lucknow",TRAUMATOLOGY AND SURGERY,"₹ 54,700","₹1,09,955",2,"₹ 40,00,000",4500,-,-,-,-,-,10222,12226,15798,18361,-
AIQ,OBC,Andhra Pradesh,"Andhra Med Coll, Vizag",ANAESTHESIOLOGY,"₹ 48,600","₹60,823",0,₹ 0,1030,12263,13780,15006,-,-,14499,15799,15799,-,-
AIQ,EWS,Karnataka,"Belagavi IMS, Belagavi",ORTHOPAEDICS,"₹ 1,24,150","₹56,250",3,"₹ 50,00,000",1000,-,-,-,-,-,15193,15807,15807,-,-
DNB Post MBBS,GEN,West Bengal,"Coochbehar Govt Med Coll, WB",DNBGENERAL SURGERY,"₹1,25,000","₹49,884",0,₹0,400,15359,16542,17780,-,-,15350,15336,15810,-,-
AIQ,GEN,West Bengal,"RG Kar Med Coll, Kolkata",OPHTHALMOLOGY,"₹ 12,000","₹49,884",3,"₹ 30,00,000",1663,9312,13902,15160,17805,22490,12290,14283,15813,-,-
AIQ,GEN,Uttar Pradesh,"Govt Allopathic Med Coll,Banda",ENT,"₹40,000","₹ 1,00,980",2,"₹ 40,00,000",430,-,-,-,-,-,13496,12408,15814,-,-
AIQ,GEN,Bihar,"Jawaharlal Nehru, Bhagalpur",PSYCHIATRY,"₹ 9,000","₹82,000",3,"₹ 25,00,000",800,-,-,-,-,-,11521,13728,15817,-,-
DNB Post MBBS,GEN,Pondicherry,"IG GovtGenHosp&PGI,Pondicherry",DNBGENERAL SURGERY,"₹1,25,000","₹43,000",0,₹0,626,10499,13952,13952,-,-,13199,14190,15825,-,-
AIQ,ST,Andhra Pradesh,"Andhra Med Coll, Vizag",GENERAL MEDICINE,"₹ 48,600","₹60,823",0,₹ 0,1030,5111,20918,20918,-,-,15829,15829,15829,-,-
AIQ,SC,Maharashtra,"Topiwala, Mumbai",OBG,"₹ 1,43,300","₹92,522",1,"₹50,00,000",1300,17472,21648,21648,-,-,14650,14650,15835,-,-
AIQ,GEN,Karnataka,"KIMS, Hubli",ENT,"₹ 1,24,150","₹56,250",3,"₹ 50,00,000",1200,12444,15821,15821,-,-,10971,13732,15841,-,-
AIQ,GEN,Kerala,"Govt Med Coll, Thrissur",RADIATION ONCOLOGY,"₹ 69,470","₹57,876",1,"₹ 50,00,000",1400,15165,17693,17693,-,-,14032,15842,15842,-,-
DNB Post MBBS,GEN,Maharashtra,"Breach Candy Hospital, Mumbai",DNBGENERAL SURGERY,"₹1,25,000","₹89,000",0,₹0,213,16288,16288,19168,-,-,15614,15845,15845,-,-
AIQ,EWS,West Bengal,Bankura Sammilani Med Coll,OBG,"₹ 12,000","₹49,884",3,"₹ 30,00,000",1441,12407,12407,14908,-,-,13311,14489,15850,-,-
DU,GEN,Delhi,"Lady Hardinge, Delhi",ENT,"₹ 57,600","₹ 1,26,927",0,₹ 0,877,5648,5648,5648,-,-,5026,6829,15851,17652,-
DNB Post MBBS,OBC,Tamil Nadu,"Govt HeadquartersHosp,Thuckalay",DNBOBG,"₹1,25,000","₹52,451",2,"₹ 40,00,000",174,-,-,-,-,-,9822,13092,15858,-,-
MNG,GEN,Karnataka,"Kasturba Med Coll, Manipal",PAEDIATRICS,"₹ 28,70,000","₹ 45,000",0,₹0,2032,18854,18854,18854,-,-,15860,15860,15860,-,-
AIQ,SC,Uttar Pradesh,"GSVM Med Coll, Kanpur",GENERAL MEDICINE,"₹40,000","₹ 1,00,980",2,"₹ 40,00,000",2083,8681,9923,9923,-,-,11594,11968,15863,-,-
AIQ,SC,Tamil Nadu,"Madras Med Coll, Chennai",GENERAL SURGERY,"₹ 50,000","₹ 52,451",2,"₹ 40,00,000",7285,10469,21614,21614,-,-,15968,15864,15864,-,-
AIQ,ST,Andhra Pradesh,"SV Med Coll, Tirupati",GENERAL MEDICINE,"₹ 48,600","₹60,823",0,₹ 0,940,6657,18327,25226,-,-,15866,15866,15866,-,-
DNB Post MBBS,GEN,Delhi,"Deen Dayal Upadhyay, Delhi",DNBANAESTHESIOLOGY,"₹1,25,000","₹1,26,927",0,₹ 0,640,17119,18403,18403,-,-,14514,15870,15870,-,-
DNB Post MBBS,GEN,Jammu and Kashmir,"JLNM Hosp, Rainawari",DNBGENERAL SURGERY,"₹1,25,000","₹48,000",0,₹0,200,18187,21156,19596,-,-,14287,15874,15874,-,-
AIQ,OBC,Telangana,"Kakatiya Med Coll, Warangal",ORTHOPAEDICS,"₹ 25,000","₹58,289",1,"₹20,00,000",1150,-,-,12593,-,-,11570,13586,15875,21068,-
AIQ,EWS,Andhra Pradesh,"ACSR Medical College, Nellore",TBRD,"₹ 48,600","₹60,823",0,₹ 0,355,-,-,-,-,-,14742,14285,15877,19193,-
AIQ,OBC,Karnataka,"Belagavi IMS, Belagavi",ORTHOPAEDICS,"₹ 1,24,150","₹56,250",3,"₹ 50,00,000",1000,11229,12208,13856,-,-,11714,11864,15878,-,-
DNB Post MBBS,GEN,Maharashtra,"Kokilaben Dhirubhai Ambani,MUM",DNBEMERGENCY MEDICINE,"₹1,25,000","₹89,000",0,₹0,550,15408,17806,17806,-,-,14757,14757,15880,-,-
AIQ,GEN,Uttar Pradesh,"LLRM Med Coll, Meerut",ANAESTHESIOLOGY,"₹40,000","₹ 1,00,980",2,"₹ 40,00,000",1090,14724,16136,19139,-,-,14334,15577,15886,-,-
AIQ,SC,Tamil Nadu,"ESI PGIMSR, KK Nagar, Chennai",PAEDIATRICS,"₹ 2,50,000","₹ 1,11,780",2,"₹ 10,00,000",470,-,-,-,-,-,15889,15889,15889,-,-
DNB Post MBBS,GEN,Tamil Nadu,"Dr Rangarajan Mem Hosp,Chennai",DNBOBG,"₹1,25,000","₹50,923",0,₹0,176,12232,12232,13224,-,-,12547,12547,15892,-,-
DNB Post MBBS,GEN,Maharashtra,"LaxmiChariTrust EyeHosp,Panvel",DNBOPHTHALMOLOGY,"₹1,25,000","₹76,429",0,₹0,50,15392,15257,15806,-,-,13241,15428,15897,-,-
AIQ,GEN-PwD,Andhra Pradesh,"Guntur Med Coll, Guntur",GENERAL MEDICINE,"₹ 48,600","₹60,823",0,₹ 0,1170,-,-,-,-,-,15909,15909,15909,-,-
DNB Post MBBS,GEN,Kerala,"St GregoriosHosp,Pathanamthitta",DNBOBG,"₹1,25,000","₹57,876",0,₹0,250,15243,15692,16176,-,-,15733,15913,15913,-,-
AIQ,OBC,Chhattisgarh,"BaliramKashyap NDMC, Jagdalpur",ORTHOPAEDICS,"₹ 20,000","₹67,500",2,"₹ 50,00,000",500,-,-,-,-,-,-,-,15914,-,-
AIQ,GEN,Maharashtra,"Govt Med Coll, Akola",OPHTHALMOLOGY,"₹ 1,43,300","₹92,522",1,"₹50,00,000",840,8813,14376,15018,-,-,11217,12831,15916,-,-
AIQ,SC,Uttarakhand,"Govt Med Coll, Haldwani",GENERAL MEDICINE,"₹ 60,000","₹ 71,257",2,"₹ 2,50,00,000",600,16631,17707,21118,29884,-,12787,15922,15922,-,-
DNB Post MBBS,GEN,Karnataka,"Manipal Hosp, Rustum Bagh, BLR",DNBPMR,"₹1,25,000","₹ 56,250",0,₹0,600,-,-,-,-,-,9426,19687,15923,29364,-
AIQ,EWS,West Bengal,"IPGMER, Kolkata",GENERAL SURGERY,"₹ 12,000","₹49,884",3,"₹ 30,00,000",2300,2588,2588,2588,-,-,7953,7953,15935,-,-
AIQ,SC,Kerala,"Medical College, Trivandrum",GENERAL MEDICINE,"₹ 69,470","₹57,876",1,"₹ 50,00,000",2126,10433,10433,15200,-,-,10288,15938,15938,-,-
AIQ,OBC,Jammu and Kashmir,"Govt Med Coll, Jammu",GENERAL SURGERY,"₹ 25,000","₹59,500",0,₹ 0,1700,12756,13544,16026,-,-,13302,14271,15939,-,-
AIQ,OBC,Madhya Pradesh,"Govt Med Coll, Ratlam",GENERAL SURGERY,"₹ 1,01,500","₹75,444",1,"₹10,00,000",300,12184,13220,15675,-,-,12798,12798,15945,-,-
AIQ,OBC,West Bengal,Bankura Sammilani Med Coll,OBG,"₹ 12,000","₹49,884",3,"₹ 30,00,000",1441,11599,13480,15356,-,-,13508,14699,15951,-,-
DNB Post MBBS,GEN,West Bengal,"Calcutta Med Res Inst,Kolkata",DNBGENERAL SURGERY,"₹1,25,000","₹49,885",0,₹0,440,18339,19131,19944,-,-,15956,15956,15956,-,-
DNB Post MBBS,GEN,Telangana,"Prashanthi Hosp, Hanamkonda",DNBOBG,"₹1,25,000","₹ 50,000",0,₹0,250,14835,14993,14912,-,-,15116,15116,15962,-,-
AIQ,GEN,Maharashtra,"Grant Med Coll, Mumbai",ANAESTHESIOLOGY,"₹ 1,43,300","₹92,522",1,"₹50,00,000",2844,12059,14398,16798,20495,-,11921,13725,15969,20068,19509
AIQ,OBC,West Bengal,"Chittaranjan Seva, Kolkata",OBG,"₹ 12,000","₹49,884",3,"₹ 30,00,000",Info Not Available,11387,11487,14204,-,-,13046,13790,15973,-,-
AIQ,EWS,Uttar Pradesh,"SGPGI, Lucknow",ANAESTHESIOLOGY,"₹ 61,600","₹1,11,780",2,"₹ 40,00,000",1609,-,-,-,-,-,14113,15974,15974,-,-
AIQ,OBC,Karnataka,"Bangalore Med Coll, Bangalore",ENT,"₹ 1,24,150","₹56,250",3,"₹ 50,00,000",1993,13700,13874,15861,-,-,10641,15978,15978,-,-
DNB Post MBBS,GEN,Kerala,"KozhikodeDistCo-op,Eranhipalam",DNBEMERGENCY MEDICINE,"₹1,25,000","₹57,876",0,₹0,175,11398,14175,14175,-,-,13528,14615,15979,-,-
AIQ,OBC,Andhra Pradesh,"Kurnool Med Coll, Kurnool",ORTHOPAEDICS,"₹ 48,600","₹60,823",0,₹ 0,1150,9165,11638,14260,-,-,11908,12371,15980,21734,-
AIQ,EWS,Kerala,"Medical College, Trivandrum",ORTHOPAEDICS,"₹ 69,470","₹57,876",1,"₹ 50,00,000",2126,10285,12974,12974,-,-,13745,15983,15983,-,-
NBE Diploma,OBC,Delhi,"Lal Bahadur Shastri Hosp,Delhi",DCH,"₹1,25,000","₹1,26,927",0,₹ 0,Info Not Available,-,-,-,-,-,15987,15987,15987,-,-
AIQ,OBC,Chhattisgarh,"Govt Med Coll, Ambikapur",GENERAL SURGERY,"₹ 20,000","₹67,500",2,"₹ 50,00,000",785,13341,13562,16158,-,-,14271,14654,15993,20756,-
AIQ,GEN,Chhattisgarh,"CIMS, Bilaspur",PSYCHIATRY,"₹ 20,000","₹67,500",2,"₹ 50,00,000",550,12127,12881,18380,19072,21790,9078,9576,15996,-,-
AIQ,GEN,Tamil Nadu,Govt Villupuram Med Coll,EMERGENCY MEDICINE,"₹ 50,000","₹ 52,451",2,"₹ 40,00,000",670,8160,10464,12364,-,-,10451,10451,15998,-,-
AIQ,ST,Andhra Pradesh,"SV Med Coll, Tirupati",RADIO DIAGNOSIS,"₹ 48,600","₹60,823",0,₹ 0,940,-,11097,11097,-,-,13307,16002,16002,-,-
DNB Post MBBS,GEN,Kerala,"KIMS, Trivandrum",DNBOBG,"₹1,25,000","₹57,876",0,₹0,2000,11027,11027,11027,-,-,13676,14494,16012,-,-
AIQ,EWS,Tamil Nadu,"Madras Med Coll, Chennai",ANAESTHESIOLOGY,"₹ 50,000","₹ 52,451",2,"₹ 40,00,000",7285,19747,20730,21588,-,-,16013,16013,16013,-,-
AIQ,SC,Maharashtra,"Govt Med Coll, Nagpur",PAEDIATRICS,"₹ 1,43,300","₹92,522",1,"₹50,00,000",1866,13432,17124,19865,-,-,11988,16016,16016,-,-
AIQ,OBC,West Bengal,"College of Med & SDH, Kolkata",OBG,"₹ 12,000","₹49,884",3,"₹ 30,00,000",500,12624,11984,14768,-,-,13790,15005,16019,-,-
DNB Post MBBS,GEN,Haryana,"Kalpana Chawla GMC Hosp,Karnal",DNBORTHOPAEDICS,"₹1,25,000","₹1,00,980",0,₹0,345,-,-,-,-,-,13185,10157,16021,-,-
AIQ,GEN,Assam,"Jorhat Med Coll, Jorhat",ENT,"₹ 17,900","₹ 55,200",2,"₹ 20,00,000",814,-,-,-,-,-,13696,15487,16028,-,-
DNB Post MBBS,GEN,Gujarat,"HCG Cancer Cen,SG HW,Ahmedabad",DNBRADIATION ONCOLOGY,"₹1,25,000","₹ 84,000",0,₹0,100,15640,16155,23122,-,-,12549,16033,16033,-,-
AIQ,OBC,Karnataka,"VIMS, Bellary",ORTHOPAEDICS,"₹ 1,24,150","₹56,250",3,"₹ 50,00,000",1295,6828,6892,11524,16651,-,11584,12092,16034,-,-
AIQ,GEN,Telangana,"Osmania Med Coll, Hyderabad",ANAESTHESIOLOGY,"₹ 25,000","₹58,289",1,"₹20,00,000",4800,8454,11999,14591,20489,-,11626,13592,16040,-,-
MNG,GEN,Tamil Nadu,"SRMC & RI, Chennai",GENERAL MEDICINE,"₹ 32,00,000","₹48,000",0,₹0,1800,11210,11210,11210,-,-,15274,15274,16042,-,-
AIQ,EWS,Karnataka,"Dharward IMHANS, Dharwad",PSYCHIATRY,"₹ 1,24,150","₹56,250",3,"₹ 50,00,000",375,-,-,-,-,-,16047,16047,16047,-,-
AIQ,EWS,Rajasthan,"SMS, Jaipur",ENT,"₹ 11,647","₹ 82,800",2,"₹ 25,00,000",5702,11197,18603,18603,-,-,12839,13440,16050,-,-
DNB Post MBBS,GEN,Kerala,"Caritas Hospital, Kottayam",DNBOBG,"₹1,25,000","₹57,876",0,₹0,660,12423,13910,13910,-,-,10960,13887,16052,-,-
DNB Post MBBS,GEN,Maharashtra,"Ruby Hall Clinic, Pune",DNBORTHOPAEDICS,"₹1,25,000","₹89,000",0,₹0,600,13267,17774,18485,21811,-,12788,16055,16055,-,-
AIQ,ST,Delhi,"MAMC, Delhi",GENERAL SURGERY,"₹ 57,600","₹ 1,26,927",0,₹ 0,2800,7573,7573,7573,-,-,16057,16057,16057,-,-
AIQ,SC,Karnataka,"SGITO , Bangalore",ORTHOPAEDICS,"₹ 1,24,150","₹56,250",3,"₹ 50,00,000",Info Not Available,-,-,-,-,-,16059,16059,16059,-,-
AIQ,OBC,Uttar Pradesh,"GSVM Med Coll, Kanpur",DCH,"₹40,000","₹ 1,00,980",2,"₹ 20,00,000",2083,14003,14003,19314,-,-,16360,16062,16062,-,-
AIQ,GEN,Uttar Pradesh,"Govt Med Coll, Kannauj",ENT,"₹40,000","₹ 1,00,980",2,"₹ 40,00,000",470,-,-,-,-,-,-,-,16073,-,-
DNB Post MBBS,GEN,Maharashtra,"PD Hinduja, Mumbai",DNBENT,"₹1,25,000","₹89,700",0,₹0,400,18945,18945,22762,-,-,16726,16078,16078,-,-
AIQ,EWS,Maharashtra,"BJMC, Pune",OPHTHALMOLOGY,"₹ 1,43,300","₹92,522",1,"₹50,00,000",1296,-,-,-,-,-,10561,12248,16082,-,-
DNB Post MBBS,GEN,Telangana,"Apollo Hosp,Jubilee Hills,Hyd",DNBNEUROSURGERY 6 YRS,"₹1,25,000","₹ 50,686",0,₹0,550,15291,18485,15291,25540,-,12073,13542,16085,-,-
DNB Post MBBS,GEN,Karnataka,"Shifaa Hosp, Bangalore",DNBOBG,"₹1,25,000","₹ 45,000",0,₹0,200,14145,14145,15522,-,-,15336,14863,16088,-,-
AIQ,OBC,Haryana,"Pt BD Sharma, Rohtak",ENT,"₹ 1,25,000","₹ 1,00,980",0,₹ 0,2080,13732,13732,19055,-,-,14044,14980,16092,-,-
MNG,GEN,Maharashtra,"MGM Med Coll, Navi Mumbai",RADIO DIAGNOSIS,"₹ 40,00,000","₹88,000",1,"₹25,00,000",1740,16034,16166,16166,-,-,16098,16098,16098,-,-
AIQ,SC,Kerala,"Medical College, Trivandrum",ORTHOPAEDICS,"₹ 69,470","₹57,876",1,"₹ 50,00,000",2126,14074,14074,14074,-,-,16099,16099,16099,-,-
AIQ,GEN,Maharashtra,"Topiwala, Mumbai",ANAESTHESIOLOGY,"₹ 1,43,300","₹92,522",1,"₹50,00,000",1300,12242,13876,16560,21520,-,12185,13626,16100,-,-
DNB Post MBBS,EWS,West Bengal,"Coll of Med & JNM Hosp, Nadia",DNBPAEDIATRICS,"₹1,25,000","₹49,884",0,₹0,550,-,-,-,-,-,11885,16103,16103,-,-
AIQ,OBC,Madhya Pradesh,"Gandhi Med Coll, Bhopal",OPHTHALMOLOGY,"₹ 1,01,500","₹75,444",1,"₹10,00,000",1135,-,-,-,-,-,13575,13428,16108,-,-
DNB Post MBBS,GEN,Kerala,"Almadeena IMS, Malappuram",DNBEMERGENCY MEDICINE,"₹1,25,000","₹57,750",0,₹0,230,13619,13716,13716,-,-,14893,15979,16111,-,-
AIQ,EWS,Odisha,"VIMSAR, Burla",GENERAL SURGERY,"₹ 38,500","₹70,686",2,"₹ 53,30,000",1071,-,-,-,-,-,11333,16270,16112,-,-
AIQ,GEN,Tamil Nadu,Thanjavur Med Coll,OPHTHALMOLOGY,"₹ 50,000","₹ 52,451",2,"₹ 40,00,000",1466,9725,9725,9725,-,-,8382,12697,16124,-,-
AIQ,ST,Jammu and Kashmir,"Govt Med Coll, Srinagar",GENERAL MEDICINE,"₹ 35,750","₹59,500",0,₹ 0,2150,16440,16440,16440,-,-,11737,16128,16128,-,-
AIQ,OBC,Uttar Pradesh,"Dr RML IMS, Lucknow",EMERGENCY MEDICINE,"₹ 37,500","₹1,08,672",2,"₹ 40,00,000",Info Not Available,-,-,-,-,-,10990,10990,16140,-,-
AIQ,OBC,Assam,"Silchar Med Coll, Silchar",GENERAL SURGERY,"₹ 17,900","₹ 55,200",2,"₹ 20,00,000",1256,13964,15111,16347,-,-,13750,15543,16144,20920,-
AIQ,ST,Kerala,"Govt Med Coll, Kottayam",ANAESTHESIOLOGY,"₹ 69,470","₹57,876",1,"₹ 50,00,000",Info Not Available,61720,61720,61720,-,-,16146,16146,16146,-,-
AIQ,GEN,Maharashtra,"Shri VR Naik Govt, Yavatmal",OPHTHALMOLOGY,"₹ 1,43,300","₹92,522",1,"₹50,00,000",756,-,-,-,-,-,9655,13058,16149,21214,16902
AIQ,OBC,Assam,"Assam Med Coll, Dibrugarh",GENERAL SURGERY,"₹ 17,900","₹ 55,200",2,"₹ 20,00,000",1365,13940,14418,15843,-,-,14948,15928,16152,-,-
AIQ,EWS,Manipur,"RIMS, Imphal",OBG,"₹ 5,000","₹1,06,380",1,"₹ 20,00,000",1074,9565,9565,12873,-,-,12737,14426,16158,-,-
AIQ,OBC,Uttar Pradesh,"S N Med Coll, Agra",OPHTHALMOLOGY,"₹40,000","₹ 1,00,980",2,"₹ 40,00,000",976,15577,15947,20970,-,-,15212,16159,16159,-,-
AIQ,GEN,Uttar Pradesh,"Govt Med Coll, Azamgarh",ENT,"₹40,000","₹ 1,00,980",2,"₹ 40,00,000",550,-,-,-,-,-,13211,13211,16161,19519,26788
NBE Diploma,OBC,Haryana,"BPS Med Coll, Sonepat",DCH,"₹1,25,000","₹1,00,980",0,₹0,550,-,-,-,-,-,17683,20317,16164,-,-
DNB Post MBBS,GEN,Bihar,"ESIC MC & Hosp Bihta, Patna",DNBGENERAL SURGERY,"₹1,25,000","₹70,000",1,"₹ 7,50,000",330,13930,16512,16542,-,-,13891,13097,16167,-,-
DNB Post MBBS,GEN,Delhi,"Maharaja Agrasen Hosp, Delhi",DNBORTHOPAEDICS,"₹1,25,000","₹63,000",0,₹0,300,13351,13724,17510,-,-,11614,15132,16169,-,-
AIQ,GEN,Tamil Nadu,Govt Thoothukudi Med Coll,EMERGENCY MEDICINE,"₹ 50,000","₹ 52,451",2,"₹ 40,00,000",1212,-,-,-,-,-,11209,13874,16172,-,-
AIQ,EWS,Tamil Nadu,"Madras Med Coll, Chennai",TBRD,"₹ 50,000","₹ 52,451",2,"₹ 40,00,000",7285,-,-,9944,-,-,10258,10258,16176,-,-
DNB Post MBBS,GEN,West Bengal,"RN Tagore , Kolkata",DNBGENERAL SURGERY,"₹1,25,000","₹49,884",0,₹0,681,17496,17496,20274,-,-,16177,16177,16177,-,-
DNB Post MBBS,GEN,Tamil Nadu,"Sri RamakrishnaHosp,Coimbatore",DNBOBG,"₹1,25,000","₹52,451",0,₹0,1009,11425,13445,12152,-,-,12742,13269,16183,-,-
AIQ,OBC,Gujarat,"Govt Med Coll, Surat",OPHTHALMOLOGY,"₹ 30,000","₹1,00,800",1,"₹ 40,00,000",1150,14900,16616,15971,-,-,12672,13069,16187,-,-
DNB Post MBBS,GEN,Odisha,"Ashwini Hospital, CDA, Cuttack",DNBTBRD,"₹1,25,000","₹67,000",0,₹0,150,12931,15489,15657,-,-,13003,13003,16188,-,-
DNB Post MBBS,GEN,Kerala,"Lourdes Hospital, Kochi",DNBFAMILY MEDICINE,"₹1,25,000","₹57,876",0,₹0,600,13552,13709,17125,-,-,16189,16189,16189,-,-
AIQ,SC,Assam,"Silchar Med Coll, Silchar",DERMATOLOGY,"₹ 17,900","₹ 55,200",2,"₹ 20,00,000",1256,-,-,-,-,-,10649,14264,16190,-,-
AIQ,ST,Andhra Pradesh,"Govt Med Coll, Ananthapuram",RADIO DIAGNOSIS,"₹ 48,600","₹60,823",0,₹ 0,500,-,-,-,-,-,16002,16192,16192,-,-
AIQ,EWS,Tamil Nadu,"Madras Med Coll, Chennai",ORTHOPAEDICS,"₹ 50,000","₹ 52,451",2,"₹ 40,00,000",7285,12155,12461,12461,-,-,12422,16203,16203,-,-
AIQ,ST,Rajasthan,"SMS, Jaipur",GENERAL MEDICINE,"₹ 11,647","₹ 82,800",2,"₹ 25,00,000",5702,17469,17618,22949,-,-,15324,15124,16208,-,-
AIQ,OBC,Tamil Nadu,"Govt Med Coll, Omandurar",EMERGENCY MEDICINE,"₹ 50,000","₹ 52,451",2,"₹ 40,00,000",Info Not Available,-,-,-,-,-,9266,13937,16210,-,-
AIQ,EWS,Punjab,"Govt Med Coll, Patiala",OPHTHALMOLOGY,"₹ 1,25,000","₹ 67,968",1,"₹ 10,00,000",1130,-,-,-,-,-,16213,16213,16213,-,-
AIQ,GEN,Maharashtra,"BJMC, Pune",ANAESTHESIOLOGY,"₹ 1,43,300","₹92,522",1,"₹50,00,000",1296,12185,12201,12201,-,-,12094,13863,16219,21662,25525
AIQ,GEN,Tamil Nadu,Kanyakumari Med Coll,ENT,"₹ 50,000","₹ 52,451",2,"₹ 40,00,000",840,-,-,-,-,-,12531,16122,16220,-,-
DNB Post MBBS,GEN,Haryana,"Medanta The Medicity, Gurgaon",DNBEMERGENCY MEDICINE,"₹1,25,000","₹65,000",0,₹0,1200,13712,13712,13712,-,-,14882,16221,16221,-,-
